country,eu_region,sector,year,gpg_pct,eu_sector_avg,vs_sector_avg,flag_code,flag_note
Italy,Southern,Accommodation & food,2023,3.6,9.0,-5.4,p,provisional
Italy,Southern,Accommodation & food,2024,8.3,8.01,0.29,p,provisional
Italy,Southern,Admin & support,2010,8.4,9.81,-1.41,,
Italy,Southern,Admin & support,2014,10.8,8.16,2.64,,
Italy,Southern,Admin & support,2015,13.5,7.7,5.8,p,provisional
Italy,Southern,Admin & support,2016,9.2,6.76,2.44,p,provisional
Italy,Southern,Admin & support,2017,8.8,6.72,2.08,p,provisional
Italy,Southern,Admin & support,2018,9.3,7.19,2.11,,
Italy,Southern,Admin & support,2019,8.1,7.36,0.74,,
Italy,Southern,Admin & support,2020,7.4,7.65,-0.25,,
Italy,Southern,Admin & support,2021,4.9,7.45,-2.55,,
Italy,Southern,Admin & support,2022,6.4,7.76,-1.36,,
Italy,Southern,Admin & support,2023,8.1,7.06,1.04,p,provisional
Italy,Southern,Admin & support,2024,9.3,7.31,1.99,p,provisional
Italy,Southern,Arts & entertainment,2010,20.4,17.91,2.49,,
Italy,Southern,Arts & entertainment,2014,61.3,18.99,42.31,,
Italy,Southern,Arts & entertainment,2019,57.6,17.88,39.72,,
Italy,Southern,Arts & entertainment,2020,67.3,17.28,50.02,,
Italy,Southern,Arts & entertainment,2021,60.1,16.4,43.7,,
Italy,Southern,Arts & entertainment,2022,57.8,15.68,42.12,,
Italy,Southern,Arts & entertainment,2023,57.4,16.38,41.02,p,provisional
Italy,Southern,Arts & entertainment,2024,57.2,15.79,41.41,p,provisional
Italy,Southern,Construction,2010,-0.6,-0.56,-0.04,,
Italy,Southern,Construction,2014,9.9,0.35,9.55,,
Italy,Southern,Construction,2018,7.1,-0.48,7.58,,
Italy,Southern,Construction,2019,7.7,-1.5,9.2,,
Italy,Southern,Construction,2020,6.1,-2.33,8.43,,
Italy,Southern,Construction,2021,4.8,-2.52,7.32,,
Italy,Southern,Construction,2022,5.1,-3.44,8.54,,
Italy,Southern,Construction,2023,7.6,-3.4,11.0,p,provisional
Italy,Southern,Construction,2024,9.1,-3.01,12.11,p,provisional
Italy,Southern,Education,2010,12.6,12.44,0.16,,
Italy,Southern,Education,2011,11.8,11.03,0.77,,
Italy,Southern,Education,2012,8.0,10.98,-2.98,,
Italy,Southern,Education,2013,6.1,11.64,-5.54,,
Italy,Southern,Education,2014,7.6,11.52,-3.92,,
Italy,Southern,Education,2018,7.9,11.46,-3.56,,
Italy,Southern,Education,2019,7.8,11.31,-3.51,,
Italy,Southern,Education,2020,7.1,10.26,-3.16,,
Italy,Southern,Education,2021,8.6,9.88,-1.28,,
Italy,Southern,Education,2022,7.9,9.29,-1.39,,
Italy,Southern,Education,2023,7.8,9.56,-1.76,p,provisional
Italy,Southern,Education,2024,8.8,9.47,-0.67,p,provisional
Italy,Southern,Electricity & gas,2010,8.2,16.49,-8.29,,
Italy,Southern,Electricity & gas,2014,11.0,12.24,-1.24,,
Italy,Southern,Electricity & gas,2018,11.1,11.55,-0.45,,
Italy,Southern,Electricity & gas,2019,11.5,9.89,1.61,,
Italy,Southern,Electricity & gas,2020,11.4,9.17,2.23,,
Italy,Southern,Electricity & gas,2021,11.2,8.33,2.87,,
Italy,Southern,Electricity & gas,2022,11.7,7.52,4.18,,
Italy,Southern,Electricity & gas,2023,10.1,7.98,2.12,p,provisional
Italy,Southern,Electricity & gas,2024,11.3,8.11,3.19,p,provisional
Italy,Southern,Finance & insurance,2010,21.7,29.03,-7.33,,
Italy,Southern,Finance & insurance,2011,22.2,29.99,-7.79,,
Italy,Southern,Finance & insurance,2012,23.4,29.75,-6.35,,
Italy,Southern,Finance & insurance,2013,24.9,28.7,-3.8,,
Italy,Southern,Finance & insurance,2014,22.4,28.15,-5.75,,
Italy,Southern,Finance & insurance,2015,22.0,27.69,-5.69,p,provisional
Italy,Southern,Finance & insurance,2016,18.1,26.46,-8.36,p,provisional
Italy,Southern,Finance & insurance,2017,18.3,27.26,-8.96,p,provisional
Italy,Southern,Finance & insurance,2018,23.5,26.38,-2.88,,
Italy,Southern,Finance & insurance,2019,22.5,26.03,-3.53,,
Italy,Southern,Finance & insurance,2020,22.6,25.88,-3.28,,
Italy,Southern,Finance & insurance,2021,23.3,25.09,-1.79,,
Italy,Southern,Finance & insurance,2022,22.7,24.37,-1.67,,
Italy,Southern,Finance & insurance,2023,23.0,24.24,-1.24,p,provisional
Italy,Southern,Finance & insurance,2024,21.8,24.24,-2.44,p,provisional
Italy,Southern,Health & social work,2010,28.5,20.26,8.24,,
Italy,Southern,Health & social work,2011,24.7,20.36,4.34,,
Italy,Southern,Health & social work,2012,28.1,20.35,7.75,,
Italy,Southern,Health & social work,2013,28.6,20.0,8.6,,
Italy,Southern,Health & social work,2014,28.3,18.6,9.7,,
Italy,Southern,Health & social work,2015,30.1,19.34,10.76,p,provisional
Italy,Southern,Health & social work,2016,28.1,18.5,9.6,p,provisional
Italy,Southern,Health & social work,2017,27.6,18.44,9.16,p,provisional
Italy,Southern,Health & social work,2018,22.5,18.0,4.5,,
Italy,Southern,Health & social work,2019,22.4,17.54,4.86,,
Italy,Southern,Health & social work,2020,21.5,17.34,4.16,,
Italy,Southern,Health & social work,2021,21.1,17.61,3.49,,
Italy,Southern,Health & social work,2022,20.4,16.69,3.71,,
Italy,Southern,Health & social work,2023,20.0,16.86,3.14,p,provisional
Italy,Southern,Health & social work,2024,19.8,16.44,3.36,p,provisional
Italy,Southern,ICT,2010,17.9,20.16,-2.26,,
Italy,Southern,ICT,2014,18.9,18.67,0.23,,
Italy,Southern,ICT,2015,17.4,19.15,-1.75,p,provisional
Italy,Southern,ICT,2016,18.9,19.1,-0.2,p,provisional
Italy,Southern,ICT,2017,18.6,19.68,-1.08,p,provisional
Italy,Southern,ICT,2018,15.9,19.41,-3.51,,
Italy,Southern,ICT,2019,16.1,19.66,-3.56,,
Italy,Southern,ICT,2020,15.5,19.41,-3.91,,
Italy,Southern,ICT,2021,16.6,19.15,-2.55,,
Italy,Southern,ICT,2022,16.3,19.56,-3.26,,
Italy,Southern,ICT,2023,16.1,19.65,-3.55,p,provisional
Italy,Southern,ICT,2024,15.5,19.33,-3.83,p,provisional
Italy,Southern,Manufacturing,2010,16.0,21.21,-5.21,,
Italy,Southern,Manufacturing,2011,16.1,21.0,-4.9,,
Italy,Southern,Manufacturing,2012,17.4,21.17,-3.77,,
Italy,Southern,Manufacturing,2013,18.9,20.76,-1.86,,
Italy,Southern,Manufacturing,2014,17.7,20.32,-2.62,,
Italy,Southern,Manufacturing,2015,15.0,19.69,-4.69,p,provisional
Italy,Southern,Manufacturing,2016,16.7,19.49,-2.79,p,provisional
Italy,Southern,Manufacturing,2017,16.7,19.21,-2.51,p,provisional
Italy,Southern,Manufacturing,2018,15.2,18.51,-3.31,,
Italy,Southern,Manufacturing,2019,14.8,18.28,-3.48,,
Italy,Southern,Manufacturing,2020,13.6,17.42,-3.82,,
Italy,Southern,Manufacturing,2021,13.8,17.06,-3.26,,
Italy,Southern,Manufacturing,2022,14.1,16.52,-2.42,,
Italy,Southern,Manufacturing,2023,14.5,16.0,-1.5,p,provisional
Italy,Southern,Manufacturing,2024,14.4,15.3,-0.9,p,provisional
Italy,Southern,Mining & quarrying,2010,-15.2,9.81,-25.01,,
Italy,Southern,Mining & quarrying,2014,6.6,7.75,-1.15,,
Italy,Southern,Mining & quarrying,2018,2.0,11.41,-9.41,,
Italy,Southern,Mining & quarrying,2019,1.4,9.42,-8.02,,
Italy,Southern,Mining & quarrying,2020,-0.2,8.23,-8.43,,
Italy,Southern,Mining & quarrying,2021,-1.6,6.42,-8.02,,
Italy,Southern,Mining & quarrying,2022,-3.6,5.23,-8.83,,
Italy,Southern,Mining & quarrying,2023,-5.1,6.08,-11.18,p,provisional
Italy,Southern,Mining & quarrying,2024,-2.3,6.48,-8.78,p,provisional
Italy,Southern,Other services,2010,21.3,21.75,-0.45,,
Italy,Southern,Other services,2014,13.3,19.07,-5.77,,
Italy,Southern,Other services,2015,10.9,17.8,-6.9,p,provisional
Italy,Southern,Other services,2016,6.4,15.62,-9.22,p,provisional
Italy,Southern,Other services,2017,7.9,15.52,-7.62,p,provisional
Italy,Southern,Other services,2018,11.2,15.64,-4.44,,
Italy,Southern,Other services,2019,12.4,15.38,-2.98,,
Italy,Southern,Other services,2020,11.9,13.77,-1.87,,
Italy,Southern,Other services,2021,12.6,13.52,-0.92,,
Italy,Southern,Other services,2022,14.1,11.66,2.44,,
Italy,Southern,Other services,2023,14.8,11.73,3.07,p,provisional
Italy,Southern,Other services,2024,13.8,11.16,2.64,p,provisional
Italy,Southern,Professional & scientific,2010,21.1,19.08,2.02,,
Italy,Southern,Professional & scientific,2011,28.1,19.24,8.86,,
Italy,Southern,Professional & scientific,2012,23.9,19.28,4.62,,
Italy,Southern,Professional & scientific,2013,28.9,19.12,9.78,,
Italy,Southern,Professional & scientific,2014,25.6,18.93,6.67,,
Italy,Southern,Professional & scientific,2015,29.1,19.53,9.57,p,provisional
Italy,Southern,Professional & scientific,2016,28.9,18.95,9.95,p,provisional
Italy,Southern,Professional & scientific,2017,29.1,19.69,9.41,p,provisional
Italy,Southern,Professional & scientific,2018,25.1,19.4,5.7,,
Italy,Southern,Professional & scientific,2019,24.9,18.04,6.86,,
Italy,Southern,Professional & scientific,2020,26.1,16.96,9.14,,
Italy,Southern,Professional & scientific,2021,23.8,16.07,7.73,,
Italy,Southern,Professional & scientific,2022,24.0,15.54,8.46,,
Italy,Southern,Professional & scientific,2023,23.5,15.65,7.85,p,provisional
Italy,Southern,Professional & scientific,2024,23.4,15.69,7.71,p,provisional
Italy,Southern,Public admin,2014,13.7,9.21,4.49,,
Italy,Southern,Public admin,2018,8.6,6.84,1.76,,
Italy,Southern,Public admin,2019,9.6,8.19,1.41,,
Italy,Southern,Public admin,2020,9.6,8.26,1.34,,
Italy,Southern,Public admin,2021,9.4,8.39,1.01,,
Italy,Southern,Public admin,2022,13.6,8.3,5.3,,
Italy,Southern,Public admin,2023,8.4,7.55,0.85,p,provisional
Italy,Southern,Public admin,2024,10.1,7.72,2.38,p,provisional
Italy,Southern,Real estate,2010,25.2,17.63,7.57,,
Italy,Southern,Real estate,2014,27.8,13.87,13.93,,
Italy,Southern,Real estate,2018,14.1,10.39,3.71,,
Italy,Southern,Real estate,2019,13.5,10.93,2.57,,
Italy,Southern,Real estate,2020,15.1,11.7,3.4,,
Italy,Southern,Real estate,2021,15.3,12.03,3.27,,
Italy,Southern,Real estate,2022,16.7,12.41,4.29,,
Italy,Southern,Real estate,2023,17.2,11.47,5.73,p,provisional
Italy,Southern,Real estate,2024,21.0,10.25,10.75,p,provisional
Italy,Southern,Transport & storage,2010,3.1,7.67,-4.57,,
Italy,Southern,Transport & storage,2011,2.5,5.31,-2.81,,
Italy,Southern,Transport & storage,2012,5.6,4.83,0.77,,
Italy,Southern,Transport & storage,2013,6.0,4.43,1.57,,
Italy,Southern,Transport & storage,2014,6.7,4.97,1.73,,
Italy,Southern,Transport & storage,2015,6.9,2.81,4.09,p,provisional
Italy,Southern,Transport & storage,2016,7.1,3.07,4.03,p,provisional
Italy,Southern,Transport & storage,2017,5.7,3.5,2.2,p,provisional
Italy,Southern,Transport & storage,2018,9.2,3.79,5.41,,
Italy,Southern,Transport & storage,2019,8.2,3.24,4.96,,
Italy,Southern,Transport & storage,2020,6.3,3.29,3.01,,
Italy,Southern,Transport & storage,2021,4.1,4.28,-0.18,,
Italy,Southern,Transport & storage,2022,3.1,4.04,-0.94,,
Italy,Southern,Transport & storage,2023,3.6,3.9,-0.3,p,provisional
Italy,Southern,Transport & storage,2024,4.9,3.95,0.95,p,provisional
Italy,Southern,Water & waste,2010,4.0,3.05,0.95,,
Italy,Southern,Water & waste,2014,4.5,3.25,1.25,,
Italy,Southern,Water & waste,2018,4.9,1.56,3.34,,
Italy,Southern,Water & waste,2019,5.0,1.94,3.06,,
Italy,Southern,Water & waste,2020,1.9,1.04,0.86,,
Italy,Southern,Water & waste,2021,1.6,0.78,0.82,,
Italy,Southern,Water & waste,2022,-0.2,-1.37,1.17,,
Italy,Southern,Water & waste,2023,0.0,-1.89,1.89,p,provisional
Italy,Southern,Water & waste,2024,-0.3,-2.09,1.79,p,provisional
Italy,Southern,Wholesale & retail,2010,15.5,21.78,-6.28,,
Italy,Southern,Wholesale & retail,2011,15.7,21.61,-5.91,,
Italy,Southern,Wholesale & retail,2013,18.6,20.83,-2.23,,
Italy,Southern,Wholesale & retail,2014,17.3,20.74,-3.44,,
Italy,Southern,Wholesale & retail,2015,16.8,21.34,-4.54,p,provisional
Italy,Southern,Wholesale & retail,2016,16.3,20.98,-4.68,p,provisional
Italy,Southern,Wholesale & retail,2017,15.2,20.74,-5.54,p,provisional
Italy,Southern,Wholesale & retail,2018,16.2,20.36,-4.16,,
Italy,Southern,Wholesale & retail,2019,15.7,19.38,-3.68,,
Italy,Southern,Wholesale & retail,2020,16.9,18.61,-1.71,,
Italy,Southern,Wholesale & retail,2021,16.4,18.39,-1.99,,
Italy,Southern,Wholesale & retail,2022,15.9,17.95,-2.05,,
Italy,Southern,Wholesale & retail,2023,16.6,17.79,-1.19,p,provisional
Italy,Southern,Wholesale & retail,2024,17.1,17.37,-0.27,p,provisional
Latvia,Northern,Accommodation & food,2010,23.0,14.7,8.3,,
Latvia,Northern,Accommodation & food,2011,21.4,13.27,8.13,,
Latvia,Northern,Accommodation & food,2012,21.9,12.87,9.03,,
Latvia,Northern,Accommodation & food,2013,14.0,11.47,2.53,,
Latvia,Northern,Accommodation & food,2014,14.9,11.03,3.87,,
Latvia,Northern,Accommodation & food,2015,16.7,10.94,5.76,,
Latvia,Northern,Accommodation & food,2016,20.3,11.27,9.03,,
Latvia,Northern,Accommodation & food,2017,15.6,10.37,5.23,,
Latvia,Northern,Accommodation & food,2018,13.9,9.52,4.38,,
Latvia,Northern,Accommodation & food,2019,25.0,9.92,15.08,,
Latvia,Northern,Accommodation & food,2020,28.0,9.77,18.23,,
Latvia,Northern,Accommodation & food,2021,17.5,9.17,8.33,,
Latvia,Northern,Accommodation & food,2022,20.6,9.5,11.1,,
Latvia,Northern,Accommodation & food,2023,18.6,9.0,9.6,p,provisional
Latvia,Northern,Accommodation & food,2024,18.7,8.01,10.69,p,provisional
Latvia,Northern,Admin & support,2010,6.7,9.81,-3.11,,
Latvia,Northern,Admin & support,2011,11.7,8.95,2.75,,
Latvia,Northern,Admin & support,2012,14.9,8.93,5.97,,
Latvia,Northern,Admin & support,2013,15.3,8.22,7.08,,
Latvia,Northern,Admin & support,2014,14.3,8.16,6.14,,
Latvia,Northern,Admin & support,2015,11.3,7.7,3.6,,
Latvia,Northern,Admin & support,2016,16.6,6.76,9.84,,
Latvia,Northern,Admin & support,2017,14.1,6.72,7.38,,
Latvia,Northern,Admin & support,2018,23.0,7.19,15.81,,
Latvia,Northern,Admin & support,2019,22.7,7.36,15.34,,
Latvia,Northern,Admin & support,2020,18.1,7.65,10.45,,
Latvia,Northern,Admin & support,2021,8.6,7.45,1.15,,
Latvia,Northern,Admin & support,2022,8.6,7.76,0.84,,
Latvia,Northern,Admin & support,2023,5.0,7.06,-2.06,p,provisional
Latvia,Northern,Admin & support,2024,5.3,7.31,-2.01,p,provisional
Latvia,Northern,Arts & entertainment,2010,11.3,17.91,-6.61,,
Latvia,Northern,Arts & entertainment,2011,12.2,18.58,-6.38,,
Latvia,Northern,Arts & entertainment,2012,11.2,17.99,-6.79,,
Latvia,Northern,Arts & entertainment,2013,8.9,17.53,-8.63,,
Latvia,Northern,Arts & entertainment,2014,8.3,18.99,-10.69,,
Latvia,Northern,Arts & entertainment,2015,21.7,18.9,2.8,,
Latvia,Northern,Arts & entertainment,2016,20.3,17.73,2.57,,
Latvia,Northern,Arts & entertainment,2017,25.4,16.89,8.51,,
Latvia,Northern,Arts & entertainment,2018,20.9,15.3,5.6,,
Latvia,Northern,Arts & entertainment,2019,23.5,17.88,5.62,,
Latvia,Northern,Arts & entertainment,2020,27.4,17.28,10.12,,
Latvia,Northern,Arts & entertainment,2021,27.6,16.4,11.2,,
Latvia,Northern,Arts & entertainment,2022,33.5,15.68,17.82,,
Latvia,Northern,Arts & entertainment,2023,34.2,16.38,17.82,p,provisional
Latvia,Northern,Arts & entertainment,2024,33.1,15.79,17.31,p,provisional
Latvia,Northern,Construction,2010,2.8,-0.56,3.36,,
Latvia,Northern,Construction,2011,-0.6,1.1,-1.7,,
Latvia,Northern,Construction,2012,0.2,1.74,-1.54,,
Latvia,Northern,Construction,2013,0.4,-0.09,0.49,,
Latvia,Northern,Construction,2014,1.3,0.35,0.95,,
Latvia,Northern,Construction,2015,4.4,-0.4,4.8,,
Latvia,Northern,Construction,2016,8.1,-0.81,8.91,,
Latvia,Northern,Construction,2017,4.2,-1.56,5.76,,
Latvia,Northern,Construction,2018,3.9,-0.48,4.38,,
Latvia,Northern,Construction,2019,5.0,-1.5,6.5,,
Latvia,Northern,Construction,2020,12.4,-2.33,14.73,,
Latvia,Northern,Construction,2021,5.6,-2.52,8.12,,
Latvia,Northern,Construction,2022,9.7,-3.44,13.14,,
Latvia,Northern,Construction,2023,10.3,-3.4,13.7,p,provisional
Latvia,Northern,Construction,2024,10.4,-3.01,13.41,p,provisional
Latvia,Northern,Education,2010,0.8,12.44,-11.64,,
Latvia,Northern,Education,2011,2.2,11.03,-8.83,,
Latvia,Northern,Education,2012,1.4,10.98,-9.58,,
Latvia,Northern,Education,2013,2.5,11.64,-9.14,,
Latvia,Northern,Education,2014,2.2,11.52,-9.32,,
Latvia,Northern,Education,2015,6.1,11.38,-5.28,,
Latvia,Northern,Education,2016,5.4,11.88,-6.48,,
Latvia,Northern,Education,2017,3.2,11.38,-8.18,,
Latvia,Northern,Education,2018,14.6,11.46,3.14,,
Latvia,Northern,Education,2019,16.3,11.31,4.99,,
Latvia,Northern,Education,2020,10.2,10.26,-0.06,,
Latvia,Northern,Education,2021,5.5,9.88,-4.38,,
Latvia,Northern,Education,2022,9.2,9.29,-0.09,,
Latvia,Northern,Education,2023,8.9,9.56,-0.66,p,provisional
Latvia,Northern,Education,2024,6.5,9.47,-2.97,p,provisional
Latvia,Northern,Electricity & gas,2010,17.7,16.49,1.21,,
Latvia,Northern,Electricity & gas,2011,21.5,13.56,7.94,,
Latvia,Northern,Electricity & gas,2012,21.2,13.34,7.86,,
Latvia,Northern,Electricity & gas,2013,20.6,12.18,8.42,,
Latvia,Northern,Electricity & gas,2014,21.9,12.24,9.66,,
Latvia,Northern,Electricity & gas,2015,16.5,11.63,4.87,,
Latvia,Northern,Electricity & gas,2016,12.4,10.79,1.61,,
Latvia,Northern,Electricity & gas,2017,5.2,10.49,-5.29,,
Latvia,Northern,Electricity & gas,2018,5.3,11.55,-6.25,,
Latvia,Northern,Electricity & gas,2019,6.7,9.89,-3.19,,
Latvia,Northern,Electricity & gas,2020,17.1,9.17,7.93,,
Latvia,Northern,Electricity & gas,2021,18.0,8.33,9.67,,
Latvia,Northern,Electricity & gas,2022,15.1,7.52,7.58,,
Latvia,Northern,Electricity & gas,2023,15.0,7.98,7.02,p,provisional
Latvia,Northern,Electricity & gas,2024,11.7,8.11,3.59,p,provisional
Latvia,Northern,Finance & insurance,2010,37.6,29.03,8.57,,
Latvia,Northern,Finance & insurance,2011,33.5,29.99,3.51,,
Latvia,Northern,Finance & insurance,2012,35.2,29.75,5.45,,
Latvia,Northern,Finance & insurance,2013,30.6,28.7,1.9,,
Latvia,Northern,Finance & insurance,2014,34.8,28.15,6.65,,
Latvia,Northern,Finance & insurance,2015,30.9,27.69,3.21,,
Latvia,Northern,Finance & insurance,2016,28.8,26.46,2.34,,
Latvia,Northern,Finance & insurance,2017,34.2,27.26,6.94,,
Latvia,Northern,Finance & insurance,2018,33.5,26.38,7.12,,
Latvia,Northern,Finance & insurance,2019,32.5,26.03,6.47,,
Latvia,Northern,Finance & insurance,2020,36.2,25.88,10.32,,
Latvia,Northern,Finance & insurance,2021,32.0,25.09,6.91,,
Latvia,Northern,Finance & insurance,2022,31.1,24.37,6.73,,
Latvia,Northern,Finance & insurance,2023,30.2,24.24,5.96,p,provisional
Latvia,Northern,Finance & insurance,2024,29.5,24.24,5.26,p,provisional
Latvia,Northern,Health & social work,2010,11.1,20.26,-9.16,,
Latvia,Northern,Health & social work,2011,11.8,20.36,-8.56,,
Latvia,Northern,Health & social work,2012,16.7,20.35,-3.65,,
Latvia,Northern,Health & social work,2013,21.0,20.0,1.0,,
Latvia,Northern,Health & social work,2014,22.5,18.6,3.9,,
Latvia,Northern,Health & social work,2015,22.3,19.34,2.96,,
Latvia,Northern,Health & social work,2016,19.6,18.5,1.1,,
Latvia,Northern,Health & social work,2017,18.0,18.44,-0.44,,
Latvia,Northern,Health & social work,2018,19.3,18.0,1.3,,
Latvia,Northern,Health & social work,2019,25.2,17.54,7.66,,
Latvia,Northern,Health & social work,2020,29.7,17.34,12.36,,
Latvia,Northern,Health & social work,2021,29.7,17.61,12.09,,
Latvia,Northern,Health & social work,2022,32.4,16.69,15.71,,
Latvia,Northern,Health & social work,2023,31.8,16.86,14.94,p,provisional
Latvia,Northern,Health & social work,2024,30.7,16.44,14.26,p,provisional
Latvia,Northern,ICT,2010,25.0,20.16,4.84,,
Latvia,Northern,ICT,2011,20.7,19.29,1.41,,
Latvia,Northern,ICT,2012,16.3,19.6,-3.3,,
Latvia,Northern,ICT,2013,14.0,19.35,-5.35,,
Latvia,Northern,ICT,2014,10.3,18.67,-8.37,,
Latvia,Northern,ICT,2015,15.3,19.15,-3.85,,
Latvia,Northern,ICT,2016,23.8,19.1,4.7,,
Latvia,Northern,ICT,2017,29.3,19.68,9.62,,
Latvia,Northern,ICT,2018,28.2,19.41,8.79,,
Latvia,Northern,ICT,2019,30.1,19.66,10.44,,
Latvia,Northern,ICT,2020,30.5,19.41,11.09,,
Latvia,Northern,ICT,2021,26.7,19.15,7.55,,
Latvia,Northern,ICT,2022,28.2,19.56,8.64,,
Latvia,Northern,ICT,2023,26.4,19.65,6.75,p,provisional
Latvia,Northern,ICT,2024,24.8,19.33,5.47,p,provisional
Latvia,Northern,Manufacturing,2010,18.8,21.21,-2.41,,
Latvia,Northern,Manufacturing,2011,18.0,21.0,-3.0,,
Latvia,Northern,Manufacturing,2012,20.5,21.17,-0.67,,
Latvia,Northern,Manufacturing,2013,20.7,20.76,-0.06,,
Latvia,Northern,Manufacturing,2014,20.4,20.32,0.08,,
Latvia,Northern,Manufacturing,2015,19.8,19.69,0.11,,
Latvia,Northern,Manufacturing,2016,20.4,19.49,0.91,,
Latvia,Northern,Manufacturing,2017,20.7,19.21,1.49,,
Latvia,Northern,Manufacturing,2018,20.6,18.51,2.09,,
Latvia,Northern,Manufacturing,2019,22.6,18.28,4.32,,
Latvia,Northern,Manufacturing,2020,24.8,17.42,7.38,,
Latvia,Northern,Manufacturing,2021,20.9,17.06,3.84,,
Latvia,Northern,Manufacturing,2022,23.2,16.52,6.68,,
Latvia,Northern,Manufacturing,2023,22.2,16.0,6.2,p,provisional
Latvia,Northern,Manufacturing,2024,20.7,15.3,5.4,p,provisional
Latvia,Northern,Mining & quarrying,2010,12.5,9.81,2.69,,
Latvia,Northern,Mining & quarrying,2012,17.8,9.94,7.86,,
Latvia,Northern,Mining & quarrying,2013,21.5,9.53,11.97,,
Latvia,Northern,Mining & quarrying,2014,21.5,7.75,13.75,,
Latvia,Northern,Mining & quarrying,2015,18.2,10.05,8.15,,
Latvia,Northern,Mining & quarrying,2016,28.6,9.56,19.04,,
Latvia,Northern,Mining & quarrying,2017,30.6,11.11,19.49,,
Latvia,Northern,Mining & quarrying,2018,12.0,11.41,0.59,,
Latvia,Northern,Mining & quarrying,2019,15.4,9.42,5.98,,
Latvia,Northern,Mining & quarrying,2020,19.0,8.23,10.77,,
Latvia,Northern,Mining & quarrying,2021,12.4,6.42,5.98,,
Latvia,Northern,Mining & quarrying,2022,7.5,5.23,2.27,,
Latvia,Northern,Mining & quarrying,2023,4.2,6.08,-1.88,p,provisional
Latvia,Northern,Mining & quarrying,2024,8.3,6.48,1.82,p,provisional
Latvia,Northern,Other services,2010,41.2,21.75,19.45,,
Latvia,Northern,Other services,2011,30.2,19.12,11.08,,
Latvia,Northern,Other services,2012,16.5,19.07,-2.57,,
Latvia,Northern,Other services,2015,11.5,17.8,-6.3,,
Latvia,Northern,Other services,2016,9.9,15.62,-5.72,,
Latvia,Northern,Other services,2017,10.0,15.52,-5.52,,
Latvia,Northern,Other services,2018,10.0,15.64,-5.64,,
Latvia,Northern,Other services,2019,19.1,15.38,3.72,,
Latvia,Northern,Other services,2020,15.5,13.77,1.73,,
Latvia,Northern,Other services,2021,20.6,13.52,7.08,,
Latvia,Northern,Other services,2022,16.5,11.66,4.84,,
Latvia,Northern,Other services,2023,16.5,11.73,4.77,p,provisional
Latvia,Northern,Other services,2024,12.5,11.16,1.34,p,provisional
Latvia,Northern,Professional & scientific,2010,13.3,19.08,-5.78,,
Latvia,Northern,Professional & scientific,2011,9.5,19.24,-9.74,,
Latvia,Northern,Professional & scientific,2012,11.8,19.28,-7.48,,
Latvia,Northern,Professional & scientific,2013,12.7,19.12,-6.42,,
Latvia,Northern,Professional & scientific,2014,16.0,18.93,-2.93,,
Latvia,Northern,Professional & scientific,2015,17.3,19.53,-2.23,,
Latvia,Northern,Professional & scientific,2016,14.5,18.95,-4.45,,
Latvia,Northern,Professional & scientific,2017,24.5,19.69,4.81,,
Latvia,Northern,Professional & scientific,2018,15.8,19.4,-3.6,,
Latvia,Northern,Professional & scientific,2019,24.9,18.04,6.86,,
Latvia,Northern,Professional & scientific,2020,25.0,16.96,8.04,,
Latvia,Northern,Professional & scientific,2021,15.8,16.07,-0.27,,
Latvia,Northern,Professional & scientific,2022,17.3,15.54,1.76,,
Latvia,Northern,Professional & scientific,2023,17.2,15.65,1.55,p,provisional
Latvia,Northern,Professional & scientific,2024,16.4,15.69,0.71,p,provisional
Latvia,Northern,Public admin,2010,-3.4,10.69,-14.09,,
Latvia,Northern,Public admin,2011,-4.4,9.96,-14.36,,
Latvia,Northern,Public admin,2012,-3.7,9.14,-12.84,,
Latvia,Northern,Public admin,2013,-2.2,9.14,-11.34,,
Latvia,Northern,Public admin,2014,1.4,9.21,-7.81,,
Latvia,Northern,Public admin,2015,-4.4,8.08,-12.48,,
Latvia,Northern,Public admin,2016,-1.1,9.0,-10.1,,
Latvia,Northern,Public admin,2017,-2.2,8.94,-11.14,,
Latvia,Northern,Public admin,2018,-2.8,6.84,-9.64,,
Latvia,Northern,Public admin,2019,0.6,8.19,-7.59,,
Latvia,Northern,Public admin,2020,0.0,8.26,-8.26,,
Latvia,Northern,Public admin,2021,-0.7,8.39,-9.09,,
Latvia,Northern,Public admin,2022,2.6,8.3,-5.7,,
Latvia,Northern,Public admin,2023,1.3,7.55,-6.25,p,provisional
Latvia,Northern,Public admin,2024,3.0,7.72,-4.72,p,provisional
Latvia,Northern,Real estate,2010,7.9,17.63,-9.73,,
Latvia,Northern,Real estate,2011,10.4,17.0,-6.6,,
Latvia,Northern,Real estate,2013,15.4,14.22,1.18,,
Latvia,Northern,Real estate,2014,19.4,13.87,5.53,,
Latvia,Northern,Real estate,2015,17.5,12.5,5.0,,
Latvia,Northern,Real estate,2016,16.8,12.42,4.38,,
Latvia,Northern,Real estate,2017,10.2,10.75,-0.55,,
Latvia,Northern,Real estate,2018,14.1,10.39,3.71,,
Latvia,Northern,Real estate,2019,16.7,10.93,5.77,,
Latvia,Northern,Real estate,2020,16.3,11.7,4.6,,
Latvia,Northern,Real estate,2021,13.5,12.03,1.47,,
Latvia,Northern,Real estate,2022,4.1,12.41,-8.31,,
