id,country,eu_region,sector,year,gpg_pct,flag_code,flag_note
1,Austria,Western,Accommodation & food,2010,9.9,,
2,Austria,Western,Accommodation & food,2014,7.4,,
3,Austria,Western,Accommodation & food,2015,6.4,,
4,Austria,Western,Accommodation & food,2016,5.9,,
5,Austria,Western,Accommodation & food,2017,5.7,,
6,Austria,Western,Accommodation & food,2018,5.4,,
7,Austria,Western,Accommodation & food,2019,8.0,,
8,Austria,Western,Accommodation & food,2020,7.4,,
9,Austria,Western,Accommodation & food,2021,10.1,,
10,Austria,Western,Accommodation & food,2022,8.0,,
11,Austria,Western,Accommodation & food,2023,7.8,p,provisional
12,Austria,Western,Accommodation & food,2024,7.2,p,provisional
13,Austria,Western,Admin & support,2010,22.5,,
14,Austria,Western,Admin & support,2014,19.5,,
15,Austria,Western,Admin & support,2015,20.0,,
16,Austria,Western,Admin & support,2016,17.8,,
17,Austria,Western,Admin & support,2017,17.4,,
18,Austria,Western,Admin & support,2018,17.1,,
19,Austria,Western,Admin & support,2019,17.3,,
20,Austria,Western,Admin & support,2020,17.0,,
21,Austria,Western,Admin & support,2021,17.2,,
22,Austria,Western,Admin & support,2022,18.2,,
23,Austria,Western,Admin & support,2023,18.6,p,provisional
24,Austria,Western,Admin & support,2024,18.6,p,provisional
25,Austria,Western,Arts & entertainment,2010,34.0,,
26,Austria,Western,Arts & entertainment,2014,26.6,,
27,Austria,Western,Arts & entertainment,2015,26.2,,
28,Austria,Western,Arts & entertainment,2016,20.8,,
29,Austria,Western,Arts & entertainment,2017,19.1,,
30,Austria,Western,Arts & entertainment,2018,18.3,,
31,Austria,Western,Arts & entertainment,2019,19.9,,
32,Austria,Western,Arts & entertainment,2020,20.1,,
33,Austria,Western,Arts & entertainment,2021,23.0,,
34,Austria,Western,Arts & entertainment,2022,23.3,,
35,Austria,Western,Arts & entertainment,2023,23.6,p,provisional
36,Austria,Western,Arts & entertainment,2024,22.7,p,provisional
37,Austria,Western,Construction,2010,9.9,,
38,Austria,Western,Construction,2014,8.2,,
39,Austria,Western,Construction,2015,8.2,,
40,Austria,Western,Construction,2016,8.3,,
41,Austria,Western,Construction,2017,8.3,,
42,Austria,Western,Construction,2018,8.3,,
43,Austria,Western,Construction,2019,8.3,,
44,Austria,Western,Construction,2020,8.1,,
45,Austria,Western,Construction,2021,8.0,,
46,Austria,Western,Construction,2022,7.7,,
47,Austria,Western,Construction,2023,7.4,p,provisional
48,Austria,Western,Construction,2024,7.4,p,provisional
49,Austria,Western,Education,2010,27.8,,
50,Austria,Western,Education,2014,24.3,,
51,Austria,Western,Education,2015,24.2,,
52,Austria,Western,Education,2016,24.3,,
53,Austria,Western,Education,2017,23.7,,
54,Austria,Western,Education,2018,23.6,,
55,Austria,Western,Education,2019,23.5,,
56,Austria,Western,Education,2020,23.4,,
57,Austria,Western,Education,2021,23.2,,
58,Austria,Western,Education,2022,22.8,,
59,Austria,Western,Education,2023,22.2,p,provisional
60,Austria,Western,Education,2024,21.3,p,provisional
61,Austria,Western,Electricity & gas,2010,23.6,,
62,Austria,Western,Electricity & gas,2014,19.8,,
63,Austria,Western,Electricity & gas,2015,17.6,,
64,Austria,Western,Electricity & gas,2016,13.2,,
65,Austria,Western,Electricity & gas,2017,13.0,,
66,Austria,Western,Electricity & gas,2018,14.4,,
67,Austria,Western,Electricity & gas,2019,14.7,,
68,Austria,Western,Electricity & gas,2020,15.0,,
69,Austria,Western,Electricity & gas,2021,15.2,,
70,Austria,Western,Electricity & gas,2022,15.4,,
71,Austria,Western,Electricity & gas,2023,15.4,p,provisional
72,Austria,Western,Electricity & gas,2024,15.9,p,provisional
73,Austria,Western,Finance & insurance,2010,30.3,,
74,Austria,Western,Finance & insurance,2014,30.4,,
75,Austria,Western,Finance & insurance,2015,30.3,,
76,Austria,Western,Finance & insurance,2016,27.1,,
77,Austria,Western,Finance & insurance,2017,28.4,,
78,Austria,Western,Finance & insurance,2018,28.2,,
79,Austria,Western,Finance & insurance,2019,27.9,,
80,Austria,Western,Finance & insurance,2020,26.9,,
81,Austria,Western,Finance & insurance,2021,26.9,,
82,Austria,Western,Finance & insurance,2022,26.7,,
83,Austria,Western,Finance & insurance,2023,26.0,p,provisional
84,Austria,Western,Finance & insurance,2024,25.6,p,provisional
85,Austria,Western,Health & social work,2010,12.0,,
86,Austria,Western,Health & social work,2014,12.8,,
87,Austria,Western,Health & social work,2015,12.9,,
88,Austria,Western,Health & social work,2016,14.5,,
89,Austria,Western,Health & social work,2017,15.0,,
90,Austria,Western,Health & social work,2018,15.3,,
91,Austria,Western,Health & social work,2019,14.5,,
92,Austria,Western,Health & social work,2020,13.4,,
93,Austria,Western,Health & social work,2021,11.1,,
94,Austria,Western,Health & social work,2022,9.8,,
95,Austria,Western,Health & social work,2023,9.2,p,provisional
96,Austria,Western,Health & social work,2024,8.6,p,provisional
97,Austria,Western,ICT,2010,21.2,,
98,Austria,Western,ICT,2014,22.9,,
99,Austria,Western,ICT,2015,22.4,,
100,Austria,Western,ICT,2016,20.9,,
101,Austria,Western,ICT,2017,20.6,,
102,Austria,Western,ICT,2018,20.7,,
103,Austria,Western,ICT,2019,20.6,,
104,Austria,Western,ICT,2020,20.6,,
105,Austria,Western,ICT,2021,20.5,,
106,Austria,Western,ICT,2022,20.3,,
107,Austria,Western,ICT,2023,20.0,p,provisional
108,Austria,Western,ICT,2024,19.9,p,provisional
109,Austria,Western,Manufacturing,2010,24.4,,
110,Austria,Western,Manufacturing,2014,23.0,,
111,Austria,Western,Manufacturing,2015,22.7,,
112,Austria,Western,Manufacturing,2016,21.9,,
113,Austria,Western,Manufacturing,2017,21.7,,
114,Austria,Western,Manufacturing,2018,21.4,,
115,Austria,Western,Manufacturing,2019,20.2,,
116,Austria,Western,Manufacturing,2020,18.4,,
117,Austria,Western,Manufacturing,2021,18.7,,
118,Austria,Western,Manufacturing,2022,17.9,,
119,Austria,Western,Manufacturing,2023,17.3,p,provisional
120,Austria,Western,Manufacturing,2024,16.7,p,provisional
121,Austria,Western,Mining & quarrying,2010,18.3,,
122,Austria,Western,Mining & quarrying,2014,15.9,,
123,Austria,Western,Mining & quarrying,2015,13.7,,
124,Austria,Western,Mining & quarrying,2016,14.4,,
125,Austria,Western,Mining & quarrying,2017,10.9,,
126,Austria,Western,Mining & quarrying,2018,7.9,,
127,Austria,Western,Mining & quarrying,2019,7.8,,
128,Austria,Western,Mining & quarrying,2020,10.9,,
129,Austria,Western,Mining & quarrying,2021,9.6,,
130,Austria,Western,Mining & quarrying,2022,14.3,,
131,Austria,Western,Mining & quarrying,2023,12.8,p,provisional
132,Austria,Western,Mining & quarrying,2024,14.2,p,provisional
133,Austria,Western,Other services,2010,32.0,,
134,Austria,Western,Other services,2014,28.8,,
135,Austria,Western,Other services,2015,28.3,,
136,Austria,Western,Other services,2016,27.8,,
137,Austria,Western,Other services,2017,26.9,,
138,Austria,Western,Other services,2018,26.4,,
139,Austria,Western,Other services,2019,25.5,,
140,Austria,Western,Other services,2020,24.2,,
141,Austria,Western,Other services,2021,23.8,,
142,Austria,Western,Other services,2022,22.1,,
143,Austria,Western,Other services,2023,20.5,p,provisional
144,Austria,Western,Other services,2024,19.7,p,provisional
145,Austria,Western,Professional & scientific,2010,34.0,,
146,Austria,Western,Professional & scientific,2014,31.5,,
147,Austria,Western,Professional & scientific,2015,31.3,,
148,Austria,Western,Professional & scientific,2016,30.4,,
149,Austria,Western,Professional & scientific,2017,29.4,,
150,Austria,Western,Professional & scientific,2018,28.3,,
151,Austria,Western,Professional & scientific,2019,28.1,,
152,Austria,Western,Professional & scientific,2020,27.7,,
153,Austria,Western,Professional & scientific,2021,27.6,,
154,Austria,Western,Professional & scientific,2022,27.4,,
155,Austria,Western,Professional & scientific,2023,26.9,p,provisional
156,Austria,Western,Professional & scientific,2024,25.7,p,provisional
157,Austria,Western,Real estate,2010,27.0,,
158,Austria,Western,Real estate,2014,27.8,,
159,Austria,Western,Real estate,2015,28.0,,
160,Austria,Western,Real estate,2016,28.7,,
161,Austria,Western,Real estate,2017,29.0,,
162,Austria,Western,Real estate,2018,29.2,,
163,Austria,Western,Real estate,2019,27.2,,
164,Austria,Western,Real estate,2020,25.4,,
165,Austria,Western,Real estate,2021,23.5,,
166,Austria,Western,Real estate,2022,21.6,,
167,Austria,Western,Real estate,2023,20.9,p,provisional
168,Austria,Western,Real estate,2024,19.5,p,provisional
169,Austria,Western,Transport & storage,2010,7.3,,
170,Austria,Western,Transport & storage,2014,10.6,,
171,Austria,Western,Transport & storage,2015,11.6,,
172,Austria,Western,Transport & storage,2016,14.5,,
173,Austria,Western,Transport & storage,2017,12.4,,
174,Austria,Western,Transport & storage,2018,11.7,,
175,Austria,Western,Transport & storage,2019,11.8,,
176,Austria,Western,Transport & storage,2020,12.1,,
177,Austria,Western,Transport & storage,2021,10.6,,
178,Austria,Western,Transport & storage,2022,9.8,,
179,Austria,Western,Transport & storage,2023,9.3,p,provisional
180,Austria,Western,Transport & storage,2024,9.5,p,provisional
181,Austria,Western,Water & waste,2010,12.2,,
182,Austria,Western,Water & waste,2014,10.0,,
183,Austria,Western,Water & waste,2015,9.3,,
184,Austria,Western,Water & waste,2016,8.2,,
185,Austria,Western,Water & waste,2017,8.4,,
186,Austria,Western,Water & waste,2018,8.1,,
187,Austria,Western,Water & waste,2019,7.5,,
188,Austria,Western,Water & waste,2020,10.0,,
189,Austria,Western,Water & waste,2021,11.9,,
190,Austria,Western,Water & waste,2022,11.5,,
191,Austria,Western,Water & waste,2023,11.6,p,provisional
192,Austria,Western,Water & waste,2024,10.6,p,provisional
193,Austria,Western,Wholesale & retail,2010,27.5,,
194,Austria,Western,Wholesale & retail,2014,23.4,,
195,Austria,Western,Wholesale & retail,2015,23.3,,
196,Austria,Western,Wholesale & retail,2016,23.3,,
197,Austria,Western,Wholesale & retail,2017,23.2,,
198,Austria,Western,Wholesale & retail,2018,23.2,,
199,Austria,Western,Wholesale & retail,2019,22.6,,
200,Austria,Western,Wholesale & retail,2020,21.6,,
201,Austria,Western,Wholesale & retail,2021,21.6,,
202,Austria,Western,Wholesale & retail,2022,20.9,,
203,Austria,Western,Wholesale & retail,2023,20.4,p,provisional
204,Austria,Western,Wholesale & retail,2024,19.5,p,provisional
205,Belgium,Western,Accommodation & food,2007,10.7,,
206,Belgium,Western,Accommodation & food,2008,9.6,,
207,Belgium,Western,Accommodation & food,2009,9.2,,
208,Belgium,Western,Accommodation & food,2010,8.7,,
209,Belgium,Western,Accommodation & food,2011,7.9,,
210,Belgium,Western,Accommodation & food,2012,7.0,,
211,Belgium,Western,Accommodation & food,2013,6.2,,
212,Belgium,Western,Accommodation & food,2014,5.4,,
213,Belgium,Western,Accommodation & food,2015,4.9,,
214,Belgium,Western,Accommodation & food,2016,4.4,,
215,Belgium,Western,Accommodation & food,2017,3.7,,
216,Belgium,Western,Accommodation & food,2018,3.3,,
217,Belgium,Western,Accommodation & food,2019,2.9,,
218,Belgium,Western,Accommodation & food,2020,2.3,,
219,Belgium,Western,Accommodation & food,2021,1.9,,
220,Belgium,Western,Accommodation & food,2022,1.5,,
221,Belgium,Western,Accommodation & food,2023,1.5,p,provisional
222,Belgium,Western,Accommodation & food,2024,1.5,p,provisional
223,Belgium,Western,Admin & support,2007,19.5,,
224,Belgium,Western,Admin & support,2008,18.9,,
225,Belgium,Western,Admin & support,2009,18.0,,
226,Belgium,Western,Admin & support,2010,17.6,,
227,Belgium,Western,Admin & support,2011,15.4,,
228,Belgium,Western,Admin & support,2012,13.4,,
229,Belgium,Western,Admin & support,2013,11.3,,
230,Belgium,Western,Admin & support,2014,9.2,,
231,Belgium,Western,Admin & support,2015,9.0,,
232,Belgium,Western,Admin & support,2016,8.8,,
233,Belgium,Western,Admin & support,2017,8.6,,
234,Belgium,Western,Admin & support,2018,8.6,,
235,Belgium,Western,Admin & support,2019,8.0,,
236,Belgium,Western,Admin & support,2020,7.3,,
237,Belgium,Western,Admin & support,2021,6.8,,
238,Belgium,Western,Admin & support,2022,6.3,,
239,Belgium,Western,Admin & support,2023,6.3,p,provisional
240,Belgium,Western,Admin & support,2024,6.3,p,provisional
241,Belgium,Western,Arts & entertainment,2007,9.2,,
242,Belgium,Western,Arts & entertainment,2008,9.1,,
243,Belgium,Western,Arts & entertainment,2009,9.0,,
244,Belgium,Western,Arts & entertainment,2010,8.9,,
245,Belgium,Western,Arts & entertainment,2011,6.9,,
246,Belgium,Western,Arts & entertainment,2012,5.1,,
247,Belgium,Western,Arts & entertainment,2013,3.4,,
248,Belgium,Western,Arts & entertainment,2014,1.4,,
249,Belgium,Western,Arts & entertainment,2015,1.1,,
250,Belgium,Western,Arts & entertainment,2016,1.0,,
251,Belgium,Western,Arts & entertainment,2017,0.8,,
252,Belgium,Western,Arts & entertainment,2018,0.7,,
253,Belgium,Western,Arts & entertainment,2019,1.1,,
254,Belgium,Western,Arts & entertainment,2020,1.6,,
255,Belgium,Western,Arts & entertainment,2021,1.6,,
256,Belgium,Western,Arts & entertainment,2022,2.2,,
257,Belgium,Western,Arts & entertainment,2023,2.1,p,provisional
258,Belgium,Western,Arts & entertainment,2024,2.1,p,provisional
259,Belgium,Western,Construction,2007,0.0,,
260,Belgium,Western,Construction,2008,-0.6,,
261,Belgium,Western,Construction,2009,-1.2,,
262,Belgium,Western,Construction,2010,-1.6,,
263,Belgium,Western,Construction,2011,-2.8,,
264,Belgium,Western,Construction,2012,-4.0,,
265,Belgium,Western,Construction,2013,-5.3,,
266,Belgium,Western,Construction,2014,-6.6,,
267,Belgium,Western,Construction,2015,-3.1,,
268,Belgium,Western,Construction,2016,0.4,,
269,Belgium,Western,Construction,2017,3.8,,
270,Belgium,Western,Construction,2018,7.7,,
271,Belgium,Western,Construction,2019,3.9,,
272,Belgium,Western,Construction,2020,0.1,,
273,Belgium,Western,Construction,2021,-3.3,,
274,Belgium,Western,Construction,2022,-6.8,,
275,Belgium,Western,Construction,2023,-6.8,p,provisional
276,Belgium,Western,Construction,2024,-6.8,p,provisional
277,Belgium,Western,Education,2007,3.7,,
278,Belgium,Western,Education,2008,3.6,,
279,Belgium,Western,Education,2009,3.5,,
280,Belgium,Western,Education,2010,3.4,,
281,Belgium,Western,Education,2011,3.3,,
282,Belgium,Western,Education,2012,3.3,,
283,Belgium,Western,Education,2013,3.1,,
284,Belgium,Western,Education,2014,2.9,,
285,Belgium,Western,Education,2015,3.7,,
286,Belgium,Western,Education,2016,4.2,,
287,Belgium,Western,Education,2017,4.7,,
288,Belgium,Western,Education,2018,5.1,,
289,Belgium,Western,Education,2019,5.1,,
290,Belgium,Western,Education,2020,5.1,,
291,Belgium,Western,Education,2021,5.1,,
292,Belgium,Western,Education,2022,4.9,,
293,Belgium,Western,Education,2023,4.8,p,provisional
294,Belgium,Western,Education,2024,4.8,p,provisional
295,Belgium,Western,Electricity & gas,2007,31.1,,
296,Belgium,Western,Electricity & gas,2008,30.8,,
297,Belgium,Western,Electricity & gas,2009,30.4,,
298,Belgium,Western,Electricity & gas,2010,29.6,,
299,Belgium,Western,Electricity & gas,2011,27.7,,
300,Belgium,Western,Electricity & gas,2012,26.0,,
301,Belgium,Western,Electricity & gas,2013,24.2,,
302,Belgium,Western,Electricity & gas,2014,22.4,,
303,Belgium,Western,Electricity & gas,2015,18.5,,
304,Belgium,Western,Electricity & gas,2016,14.1,,
305,Belgium,Western,Electricity & gas,2017,10.0,,
306,Belgium,Western,Electricity & gas,2018,6.1,,
307,Belgium,Western,Electricity & gas,2019,8.6,,
308,Belgium,Western,Electricity & gas,2020,11.0,,
309,Belgium,Western,Electricity & gas,2021,14.1,,
310,Belgium,Western,Electricity & gas,2022,16.6,,
311,Belgium,Western,Electricity & gas,2023,16.6,p,provisional
312,Belgium,Western,Electricity & gas,2024,16.6,p,provisional
313,Belgium,Western,Finance & insurance,2007,23.0,,
314,Belgium,Western,Finance & insurance,2008,22.6,,
315,Belgium,Western,Finance & insurance,2009,22.2,,
316,Belgium,Western,Finance & insurance,2010,22.1,,
317,Belgium,Western,Finance & insurance,2011,21.6,,
318,Belgium,Western,Finance & insurance,2012,21.2,,
319,Belgium,Western,Finance & insurance,2013,20.8,,
320,Belgium,Western,Finance & insurance,2014,20.2,,
321,Belgium,Western,Finance & insurance,2015,17.0,,
322,Belgium,Western,Finance & insurance,2016,13.5,,
323,Belgium,Western,Finance & insurance,2017,10.2,,
324,Belgium,Western,Finance & insurance,2018,6.9,,
325,Belgium,Western,Finance & insurance,2019,8.4,,
326,Belgium,Western,Finance & insurance,2020,10.0,,
327,Belgium,Western,Finance & insurance,2021,12.4,,
328,Belgium,Western,Finance & insurance,2022,14.1,,
329,Belgium,Western,Finance & insurance,2023,14.0,p,provisional
330,Belgium,Western,Finance & insurance,2024,14.0,p,provisional
331,Belgium,Western,Health & social work,2007,9.4,,
332,Belgium,Western,Health & social work,2008,9.4,,
333,Belgium,Western,Health & social work,2009,9.3,,
334,Belgium,Western,Health & social work,2010,9.3,,
335,Belgium,Western,Health & social work,2011,6.8,,
336,Belgium,Western,Health & social work,2012,4.5,,
337,Belgium,Western,Health & social work,2013,1.9,,
338,Belgium,Western,Health & social work,2014,-0.5,,
339,Belgium,Western,Health & social work,2015,0.3,,
340,Belgium,Western,Health & social work,2016,1.1,,
341,Belgium,Western,Health & social work,2017,1.7,,
342,Belgium,Western,Health & social work,2018,2.6,,
343,Belgium,Western,Health & social work,2019,1.9,,
344,Belgium,Western,Health & social work,2020,1.5,,
345,Belgium,Western,Health & social work,2021,0.8,,
346,Belgium,Western,Health & social work,2022,0.3,,
347,Belgium,Western,Health & social work,2023,0.0,p,provisional
348,Belgium,Western,Health & social work,2024,0.0,p,provisional
349,Belgium,Western,ICT,2007,16.3,,
350,Belgium,Western,ICT,2008,16.0,,
351,Belgium,Western,ICT,2009,15.3,,
352,Belgium,Western,ICT,2010,15.2,,
353,Belgium,Western,ICT,2011,14.4,,
354,Belgium,Western,ICT,2012,13.5,,
355,Belgium,Western,ICT,2013,12.7,,
356,Belgium,Western,ICT,2014,11.8,,
357,Belgium,Western,ICT,2015,11.8,,
358,Belgium,Western,ICT,2016,11.6,,
359,Belgium,Western,ICT,2017,11.4,,
360,Belgium,Western,ICT,2018,11.2,,
361,Belgium,Western,ICT,2019,9.9,,
362,Belgium,Western,ICT,2020,8.6,,
363,Belgium,Western,ICT,2021,7.9,,
364,Belgium,Western,ICT,2022,6.6,,
365,Belgium,Western,ICT,2023,6.5,p,provisional
366,Belgium,Western,ICT,2024,6.5,p,provisional
367,Belgium,Western,Manufacturing,2007,13.3,,
368,Belgium,Western,Manufacturing,2008,12.5,,
369,Belgium,Western,Manufacturing,2009,11.9,,
370,Belgium,Western,Manufacturing,2010,11.5,,
371,Belgium,Western,Manufacturing,2011,10.1,,
372,Belgium,Western,Manufacturing,2012,8.9,,
373,Belgium,Western,Manufacturing,2013,7.6,,
374,Belgium,Western,Manufacturing,2014,6.4,,
375,Belgium,Western,Manufacturing,2015,7.4,,
376,Belgium,Western,Manufacturing,2016,8.6,,
377,Belgium,Western,Manufacturing,2017,9.6,,
378,Belgium,Western,Manufacturing,2018,10.7,,
379,Belgium,Western,Manufacturing,2019,8.3,,
380,Belgium,Western,Manufacturing,2020,6.1,,
381,Belgium,Western,Manufacturing,2021,3.3,,
382,Belgium,Western,Manufacturing,2022,1.1,,
383,Belgium,Western,Manufacturing,2023,0.9,p,provisional
384,Belgium,Western,Manufacturing,2024,0.9,p,provisional
385,Belgium,Western,Mining & quarrying,2007,-7.2,,
386,Belgium,Western,Mining & quarrying,2008,-8.8,,
387,Belgium,Western,Mining & quarrying,2009,-10.1,,
388,Belgium,Western,Mining & quarrying,2010,-13.4,,
389,Belgium,Western,Mining & quarrying,2011,-10.4,,
390,Belgium,Western,Mining & quarrying,2012,-7.1,,
391,Belgium,Western,Mining & quarrying,2013,-4.1,,
392,Belgium,Western,Mining & quarrying,2014,-1.0,,
393,Belgium,Western,Mining & quarrying,2015,-1.5,,
394,Belgium,Western,Mining & quarrying,2016,-2.1,,
395,Belgium,Western,Mining & quarrying,2017,-2.6,,
396,Belgium,Western,Mining & quarrying,2018,-3.1,,
397,Belgium,Western,Mining & quarrying,2019,-2.0,,
398,Belgium,Western,Mining & quarrying,2020,-1.0,,
399,Belgium,Western,Mining & quarrying,2021,-0.3,,
400,Belgium,Western,Mining & quarrying,2022,1.2,,
401,Belgium,Western,Mining & quarrying,2023,1.0,p,provisional
402,Belgium,Western,Mining & quarrying,2024,1.0,p,provisional
403,Belgium,Western,Other services,2007,20.2,,
404,Belgium,Western,Other services,2008,20.2,,
405,Belgium,Western,Other services,2009,20.2,,
406,Belgium,Western,Other services,2010,20.2,,
407,Belgium,Western,Other services,2011,20.7,,
408,Belgium,Western,Other services,2012,21.3,,
409,Belgium,Western,Other services,2013,21.8,,
410,Belgium,Western,Other services,2014,22.4,,
411,Belgium,Western,Other services,2015,17.9,,
412,Belgium,Western,Other services,2016,13.5,,
413,Belgium,Western,Other services,2017,8.9,,
414,Belgium,Western,Other services,2018,4.4,,
415,Belgium,Western,Other services,2019,7.6,,
416,Belgium,Western,Other services,2020,10.9,,
417,Belgium,Western,Other services,2021,14.0,,
418,Belgium,Western,Other services,2022,17.4,,
419,Belgium,Western,Other services,2023,17.3,p,provisional
420,Belgium,Western,Other services,2024,17.3,p,provisional
421,Belgium,Western,Professional & scientific,2007,20.4,,
422,Belgium,Western,Professional & scientific,2008,20.1,,
423,Belgium,Western,Professional & scientific,2009,19.5,,
424,Belgium,Western,Professional & scientific,2010,19.4,,
425,Belgium,Western,Professional & scientific,2011,18.3,,
426,Belgium,Western,Professional & scientific,2012,17.3,,
427,Belgium,Western,Professional & scientific,2013,16.3,,
428,Belgium,Western,Professional & scientific,2014,15.3,,
429,Belgium,Western,Professional & scientific,2015,12.9,,
430,Belgium,Western,Professional & scientific,2016,10.4,,
431,Belgium,Western,Professional & scientific,2017,8.0,,
432,Belgium,Western,Professional & scientific,2018,5.5,,
433,Belgium,Western,Professional & scientific,2019,5.9,,
434,Belgium,Western,Professional & scientific,2020,6.5,,
435,Belgium,Western,Professional & scientific,2021,7.0,,
436,Belgium,Western,Professional & scientific,2022,7.6,,
437,Belgium,Western,Professional & scientific,2023,7.6,p,provisional
438,Belgium,Western,Professional & scientific,2024,7.6,p,provisional
439,Belgium,Western,Real estate,2007,19.0,,
440,Belgium,Western,Real estate,2008,18.5,,
441,Belgium,Western,Real estate,2009,18.2,,
442,Belgium,Western,Real estate,2010,17.8,,
443,Belgium,Western,Real estate,2011,14.2,,
444,Belgium,Western,Real estate,2012,10.8,,
445,Belgium,Western,Real estate,2013,7.2,,
446,Belgium,Western,Real estate,2014,3.6,,
447,Belgium,Western,Real estate,2015,5.3,,
448,Belgium,Western,Real estate,2016,6.9,,
449,Belgium,Western,Real estate,2017,8.5,,
450,Belgium,Western,Real estate,2018,10.1,,
451,Belgium,Western,Real estate,2019,7.9,,
452,Belgium,Western,Real estate,2020,5.6,,
453,Belgium,Western,Real estate,2021,3.0,,
454,Belgium,Western,Real estate,2022,0.8,,
455,Belgium,Western,Real estate,2023,0.7,p,provisional
456,Belgium,Western,Real estate,2024,0.7,p,provisional
457,Belgium,Western,Transport & storage,2007,5.5,,
458,Belgium,Western,Transport & storage,2008,5.0,,
459,Belgium,Western,Transport & storage,2009,4.6,,
460,Belgium,Western,Transport & storage,2010,4.1,,
461,Belgium,Western,Transport & storage,2011,4.5,,
462,Belgium,Western,Transport & storage,2012,4.9,,
463,Belgium,Western,Transport & storage,2013,5.3,,
464,Belgium,Western,Transport & storage,2014,5.6,,
465,Belgium,Western,Transport & storage,2015,5.3,,
466,Belgium,Western,Transport & storage,2016,4.7,,
467,Belgium,Western,Transport & storage,2017,4.1,,
468,Belgium,Western,Transport & storage,2018,3.6,,
469,Belgium,Western,Transport & storage,2019,2.5,,
470,Belgium,Western,Transport & storage,2020,1.2,,
471,Belgium,Western,Transport & storage,2021,-0.5,,
472,Belgium,Western,Transport & storage,2022,-1.5,,
473,Belgium,Western,Transport & storage,2023,-1.7,p,provisional
474,Belgium,Western,Transport & storage,2024,-1.7,p,provisional
475,Belgium,Western,Water & waste,2007,1.7,,
476,Belgium,Western,Water & waste,2008,1.1,,
477,Belgium,Western,Water & waste,2009,0.0,,
478,Belgium,Western,Water & waste,2010,-0.5,,
479,Belgium,Western,Water & waste,2011,-1.0,,
480,Belgium,Western,Water & waste,2012,-1.2,,
481,Belgium,Western,Water & waste,2013,-1.6,,
482,Belgium,Western,Water & waste,2014,-2.0,,
483,Belgium,Western,Water & waste,2015,1.6,,
484,Belgium,Western,Water & waste,2016,5.0,,
485,Belgium,Western,Water & waste,2017,8.4,,
486,Belgium,Western,Water & waste,2018,11.8,,
487,Belgium,Western,Water & waste,2019,8.3,,
488,Belgium,Western,Water & waste,2020,4.6,,
489,Belgium,Western,Water & waste,2021,0.6,,
490,Belgium,Western,Water & waste,2022,-3.1,,
491,Belgium,Western,Water & waste,2023,-3.2,p,provisional
492,Belgium,Western,Water & waste,2024,-3.2,p,provisional
493,Belgium,Western,Wholesale & retail,2007,18.6,,
494,Belgium,Western,Wholesale & retail,2008,18.2,,
495,Belgium,Western,Wholesale & retail,2009,17.6,,
496,Belgium,Western,Wholesale & retail,2010,17.1,,
497,Belgium,Western,Wholesale & retail,2011,15.6,,
498,Belgium,Western,Wholesale & retail,2012,14.6,,
499,Belgium,Western,Wholesale & retail,2013,13.3,,
500,Belgium,Western,Wholesale & retail,2014,12.1,,
501,Belgium,Western,Wholesale & retail,2015,11.6,,
502,Belgium,Western,Wholesale & retail,2016,11.1,,
503,Belgium,Western,Wholesale & retail,2017,10.6,,
504,Belgium,Western,Wholesale & retail,2018,10.2,,
505,Belgium,Western,Wholesale & retail,2019,9.6,,
506,Belgium,Western,Wholesale & retail,2020,9.0,,
507,Belgium,Western,Wholesale & retail,2021,8.2,,
508,Belgium,Western,Wholesale & retail,2022,7.6,,
509,Belgium,Western,Wholesale & retail,2023,7.7,p,provisional
510,Belgium,Western,Wholesale & retail,2024,7.7,p,provisional
511,Bulgaria,Eastern,Accommodation & food,2007,8.0,,
512,Bulgaria,Eastern,Accommodation & food,2008,11.2,,
513,Bulgaria,Eastern,Accommodation & food,2009,9.7,,
514,Bulgaria,Eastern,Accommodation & food,2010,9.6,,
515,Bulgaria,Eastern,Accommodation & food,2011,11.5,,
516,Bulgaria,Eastern,Accommodation & food,2012,13.2,,
517,Bulgaria,Eastern,Accommodation & food,2013,8.5,,
518,Bulgaria,Eastern,Accommodation & food,2014,11.7,,
519,Bulgaria,Eastern,Accommodation & food,2015,10.7,,
520,Bulgaria,Eastern,Accommodation & food,2016,9.2,,
521,Bulgaria,Eastern,Accommodation & food,2017,8.5,,
522,Bulgaria,Eastern,Accommodation & food,2018,6.8,,
523,Bulgaria,Eastern,Accommodation & food,2019,6.8,,
524,Bulgaria,Eastern,Accommodation & food,2020,2.9,,
525,Bulgaria,Eastern,Accommodation & food,2021,4.9,,
526,Bulgaria,Eastern,Accommodation & food,2022,5.8,,
527,Bulgaria,Eastern,Accommodation & food,2023,7.3,p,provisional
528,Bulgaria,Eastern,Accommodation & food,2024,4.2,p,provisional
529,Bulgaria,Eastern,Admin & support,2007,-15.3,,
530,Bulgaria,Eastern,Admin & support,2008,-13.0,,
531,Bulgaria,Eastern,Admin & support,2009,-4.2,,
532,Bulgaria,Eastern,Admin & support,2010,-7.5,,
533,Bulgaria,Eastern,Admin & support,2011,-15.7,,
534,Bulgaria,Eastern,Admin & support,2012,-14.9,,
535,Bulgaria,Eastern,Admin & support,2013,-14.5,,
536,Bulgaria,Eastern,Admin & support,2014,-27.9,,
537,Bulgaria,Eastern,Admin & support,2015,-28.5,,
