id,country,eu_region,age_group,age_group_sort,year,gpg_pct,flag_code,flag_note
1775,Portugal,Southern,25-34,2_25-34,2019,8.1,,
1776,Portugal,Southern,25-34,2_25-34,2020,7.5,,
1777,Portugal,Southern,25-34,2_25-34,2021,7.0,,
1778,Portugal,Southern,25-34,2_25-34,2022,5.6,,
1779,Portugal,Southern,25-34,2_25-34,2023,8.3,p,provisional
1780,Portugal,Southern,25-34,2_25-34,2024,6.6,p,provisional
1781,Portugal,Southern,35-44,3_35-44,2007,12.5,,
1782,Portugal,Southern,35-44,3_35-44,2008,11.8,,
1783,Portugal,Southern,35-44,3_35-44,2009,11.7,,
1784,Portugal,Southern,35-44,3_35-44,2010,15.6,,
1785,Portugal,Southern,35-44,3_35-44,2011,13.8,,
1786,Portugal,Southern,35-44,3_35-44,2012,13.8,,
1787,Portugal,Southern,35-44,3_35-44,2013,11.4,,
1788,Portugal,Southern,35-44,3_35-44,2014,12.0,,
1789,Portugal,Southern,35-44,3_35-44,2015,13.9,,
1790,Portugal,Southern,35-44,3_35-44,2016,12.6,,
1791,Portugal,Southern,35-44,3_35-44,2017,10.9,,
1792,Portugal,Southern,35-44,3_35-44,2018,9.8,,
1793,Portugal,Southern,35-44,3_35-44,2019,10.1,,
1794,Portugal,Southern,35-44,3_35-44,2020,9.0,,
1795,Portugal,Southern,35-44,3_35-44,2021,8.1,,
1796,Portugal,Southern,35-44,3_35-44,2022,7.7,,
1797,Portugal,Southern,35-44,3_35-44,2023,11.1,p,provisional
1798,Portugal,Southern,35-44,3_35-44,2024,10.4,p,provisional
1799,Portugal,Southern,45-54,4_45-54,2007,8.4,,
1800,Portugal,Southern,45-54,4_45-54,2008,9.4,,
1801,Portugal,Southern,45-54,4_45-54,2009,9.9,,
1802,Portugal,Southern,45-54,4_45-54,2010,10.8,,
1803,Portugal,Southern,45-54,4_45-54,2011,15.9,,
1804,Portugal,Southern,45-54,4_45-54,2012,19.6,,
1805,Portugal,Southern,45-54,4_45-54,2013,18.3,,
1806,Portugal,Southern,45-54,4_45-54,2014,21.6,,
1807,Portugal,Southern,45-54,4_45-54,2015,22.8,,
1808,Portugal,Southern,45-54,4_45-54,2016,21.3,,
1809,Portugal,Southern,45-54,4_45-54,2017,15.3,,
1810,Portugal,Southern,45-54,4_45-54,2018,13.7,,
1811,Portugal,Southern,45-54,4_45-54,2019,13.3,,
1812,Portugal,Southern,45-54,4_45-54,2020,12.6,,
1813,Portugal,Southern,45-54,4_45-54,2021,10.6,,
1814,Portugal,Southern,45-54,4_45-54,2022,10.2,,
1815,Portugal,Southern,45-54,4_45-54,2023,12.2,p,provisional
1816,Portugal,Southern,45-54,4_45-54,2024,12.9,p,provisional
1817,Portugal,Southern,55-64,5_55-64,2007,5.9,,
1818,Portugal,Southern,55-64,5_55-64,2008,10.2,,
1819,Portugal,Southern,55-64,5_55-64,2009,10.5,,
1820,Portugal,Southern,55-64,5_55-64,2010,9.7,,
1821,Portugal,Southern,55-64,5_55-64,2011,17.8,,
1822,Portugal,Southern,55-64,5_55-64,2012,19.2,,
1823,Portugal,Southern,55-64,5_55-64,2013,15.4,,
1824,Portugal,Southern,55-64,5_55-64,2014,17.2,,
1825,Portugal,Southern,55-64,5_55-64,2015,19.8,,
1826,Portugal,Southern,55-64,5_55-64,2016,16.3,,
1827,Portugal,Southern,55-64,5_55-64,2017,13.2,,
1828,Portugal,Southern,55-64,5_55-64,2018,9.4,,
1829,Portugal,Southern,55-64,5_55-64,2019,6.5,,
1830,Portugal,Southern,55-64,5_55-64,2020,4.4,,
1831,Portugal,Southern,55-64,5_55-64,2021,3.7,,
1832,Portugal,Southern,55-64,5_55-64,2022,2.8,,
1833,Portugal,Southern,55-64,5_55-64,2023,4.5,p,provisional
1834,Portugal,Southern,55-64,5_55-64,2024,4.9,p,provisional
1835,Portugal,Southern,65+,6_65+,2007,40.2,,
1836,Portugal,Southern,65+,6_65+,2008,33.6,,
1837,Portugal,Southern,65+,6_65+,2009,39.7,,
1838,Portugal,Southern,65+,6_65+,2010,36.5,,
1839,Portugal,Southern,65+,6_65+,2011,32.3,,
1840,Portugal,Southern,65+,6_65+,2012,38.7,,
1841,Portugal,Southern,65+,6_65+,2013,36.7,,
1842,Portugal,Southern,65+,6_65+,2014,42.8,,
1843,Portugal,Southern,65+,6_65+,2015,41.0,,
1844,Portugal,Southern,65+,6_65+,2016,38.1,,
1845,Portugal,Southern,65+,6_65+,2017,34.6,,
1846,Portugal,Southern,65+,6_65+,2018,29.7,,
1847,Portugal,Southern,65+,6_65+,2019,23.5,,
1848,Portugal,Southern,65+,6_65+,2020,16.9,,
1849,Portugal,Southern,65+,6_65+,2021,15.0,,
1850,Portugal,Southern,65+,6_65+,2022,8.6,,
1851,Portugal,Southern,65+,6_65+,2023,6.0,p,provisional
1852,Portugal,Southern,65+,6_65+,2024,6.9,p,provisional
1853,Romania,Eastern,Under 25,1_Under 25,2007,1.9,d,definition differs
1854,Romania,Eastern,Under 25,1_Under 25,2008,1.8,d,definition differs
1855,Romania,Eastern,Under 25,1_Under 25,2009,1.9,d,definition differs
1856,Romania,Eastern,Under 25,1_Under 25,2010,1.7,,
1857,Romania,Eastern,Under 25,1_Under 25,2011,1.0,,
1858,Romania,Eastern,Under 25,1_Under 25,2012,0.4,,
1859,Romania,Eastern,Under 25,1_Under 25,2013,-0.4,,
1860,Romania,Eastern,Under 25,1_Under 25,2014,-1.1,,
1861,Romania,Eastern,Under 25,1_Under 25,2015,0.6,e,estimated
1862,Romania,Eastern,Under 25,1_Under 25,2016,2.2,e,estimated
1863,Romania,Eastern,Under 25,1_Under 25,2017,3.9,e,estimated
1864,Romania,Eastern,Under 25,1_Under 25,2018,5.6,,
1865,Romania,Eastern,Under 25,1_Under 25,2019,4.7,,
1866,Romania,Eastern,Under 25,1_Under 25,2020,4.1,,
1867,Romania,Eastern,Under 25,1_Under 25,2021,3.4,,
1868,Romania,Eastern,Under 25,1_Under 25,2022,2.7,,
1869,Romania,Eastern,Under 25,1_Under 25,2023,2.7,e,estimated
1870,Romania,Eastern,Under 25,1_Under 25,2024,2.7,e,estimated
1871,Romania,Eastern,25-34,2_25-34,2007,5.4,d,definition differs
1872,Romania,Eastern,25-34,2_25-34,2008,5.2,d,definition differs
1873,Romania,Eastern,25-34,2_25-34,2009,5.1,d,definition differs
1874,Romania,Eastern,25-34,2_25-34,2010,2.6,,
1875,Romania,Eastern,25-34,2_25-34,2011,2.2,,
1876,Romania,Eastern,25-34,2_25-34,2012,1.7,,
1877,Romania,Eastern,25-34,2_25-34,2013,1.5,,
1878,Romania,Eastern,25-34,2_25-34,2014,1.1,,
1879,Romania,Eastern,25-34,2_25-34,2015,2.9,e,estimated
1880,Romania,Eastern,25-34,2_25-34,2016,4.8,e,estimated
1881,Romania,Eastern,25-34,2_25-34,2017,6.6,e,estimated
1882,Romania,Eastern,25-34,2_25-34,2018,8.4,,
1883,Romania,Eastern,25-34,2_25-34,2019,6.7,,
1884,Romania,Eastern,25-34,2_25-34,2020,5.3,,
1885,Romania,Eastern,25-34,2_25-34,2021,3.9,,
1886,Romania,Eastern,25-34,2_25-34,2022,2.5,,
1887,Romania,Eastern,25-34,2_25-34,2023,2.5,e,estimated
1888,Romania,Eastern,25-34,2_25-34,2024,2.5,e,estimated
1889,Romania,Eastern,35-44,3_35-44,2007,12.3,d,definition differs
1890,Romania,Eastern,35-44,3_35-44,2008,12.2,d,definition differs
1891,Romania,Eastern,35-44,3_35-44,2009,12.1,d,definition differs
1892,Romania,Eastern,35-44,3_35-44,2010,10.5,,
1893,Romania,Eastern,35-44,3_35-44,2011,9.4,,
1894,Romania,Eastern,35-44,3_35-44,2012,8.5,,
1895,Romania,Eastern,35-44,3_35-44,2013,7.6,,
1896,Romania,Eastern,35-44,3_35-44,2014,6.7,,
1897,Romania,Eastern,35-44,3_35-44,2015,6.1,e,estimated
1898,Romania,Eastern,35-44,3_35-44,2016,5.6,e,estimated
1899,Romania,Eastern,35-44,3_35-44,2017,5.1,e,estimated
1900,Romania,Eastern,35-44,3_35-44,2018,4.5,,
1901,Romania,Eastern,35-44,3_35-44,2019,5.0,,
1902,Romania,Eastern,35-44,3_35-44,2020,5.4,,
1903,Romania,Eastern,35-44,3_35-44,2021,5.9,,
1904,Romania,Eastern,35-44,3_35-44,2022,6.4,,
1905,Romania,Eastern,35-44,3_35-44,2023,6.4,e,estimated
1906,Romania,Eastern,35-44,3_35-44,2024,6.4,e,estimated
1907,Romania,Eastern,45-54,4_45-54,2007,6.4,d,definition differs
1908,Romania,Eastern,45-54,4_45-54,2008,6.7,d,definition differs
1909,Romania,Eastern,45-54,4_45-54,2009,7.0,d,definition differs
1910,Romania,Eastern,45-54,4_45-54,2010,11.1,,
1911,Romania,Eastern,45-54,4_45-54,2011,9.6,,
1912,Romania,Eastern,45-54,4_45-54,2012,8.0,,
1913,Romania,Eastern,45-54,4_45-54,2013,6.4,,
1914,Romania,Eastern,45-54,4_45-54,2014,4.8,,
1915,Romania,Eastern,45-54,4_45-54,2015,3.4,e,estimated
1916,Romania,Eastern,45-54,4_45-54,2016,1.8,e,estimated
1917,Romania,Eastern,45-54,4_45-54,2017,0.3,e,estimated
1918,Romania,Eastern,45-54,4_45-54,2018,-1.2,,
1919,Romania,Eastern,45-54,4_45-54,2019,-0.8,,
1920,Romania,Eastern,45-54,4_45-54,2020,-0.4,,
1921,Romania,Eastern,45-54,4_45-54,2021,-0.1,,
1922,Romania,Eastern,45-54,4_45-54,2022,0.3,,
1923,Romania,Eastern,45-54,4_45-54,2023,0.3,e,estimated
1924,Romania,Eastern,45-54,4_45-54,2024,0.3,e,estimated
1925,Romania,Eastern,55-64,5_55-64,2007,-4.8,d,definition differs
1926,Romania,Eastern,55-64,5_55-64,2008,-4.0,d,definition differs
1927,Romania,Eastern,55-64,5_55-64,2009,-3.0,d,definition differs
1928,Romania,Eastern,55-64,5_55-64,2010,8.5,,
1929,Romania,Eastern,55-64,5_55-64,2011,7.0,,
1930,Romania,Eastern,55-64,5_55-64,2012,5.7,,
1931,Romania,Eastern,55-64,5_55-64,2013,4.3,,
1932,Romania,Eastern,55-64,5_55-64,2014,2.8,,
1933,Romania,Eastern,55-64,5_55-64,2015,0.8,e,estimated
1934,Romania,Eastern,55-64,5_55-64,2016,-1.2,e,estimated
1935,Romania,Eastern,55-64,5_55-64,2017,-3.2,e,estimated
1936,Romania,Eastern,55-64,5_55-64,2018,-5.2,,
1937,Romania,Eastern,55-64,5_55-64,2019,-5.0,,
1938,Romania,Eastern,55-64,5_55-64,2020,-4.5,,
1939,Romania,Eastern,55-64,5_55-64,2021,-4.1,,
1940,Romania,Eastern,55-64,5_55-64,2022,-3.6,,
1941,Romania,Eastern,55-64,5_55-64,2023,-3.6,e,estimated
1942,Romania,Eastern,55-64,5_55-64,2024,-3.6,e,estimated
1943,Romania,Eastern,65+,6_65+,2007,5.3,d,definition differs
1944,Romania,Eastern,65+,6_65+,2008,7.0,d,definition differs
1945,Romania,Eastern,65+,6_65+,2009,8.7,d,definition differs
1946,Romania,Eastern,65+,6_65+,2010,28.1,,
1947,Romania,Eastern,65+,6_65+,2011,25.6,,
1948,Romania,Eastern,65+,6_65+,2012,23.0,,
1949,Romania,Eastern,65+,6_65+,2013,20.5,,
1950,Romania,Eastern,65+,6_65+,2014,18.0,,
1951,Romania,Eastern,65+,6_65+,2015,8.9,e,estimated
1952,Romania,Eastern,65+,6_65+,2016,0.3,e,estimated
1953,Romania,Eastern,65+,6_65+,2017,-8.1,e,estimated
1954,Romania,Eastern,65+,6_65+,2018,-16.8,,
1955,Romania,Eastern,65+,6_65+,2019,-18.3,,
1956,Romania,Eastern,65+,6_65+,2020,-18.9,,
1957,Romania,Eastern,65+,6_65+,2021,-19.4,,
1958,Romania,Eastern,65+,6_65+,2022,-20.0,,
1959,Romania,Eastern,65+,6_65+,2023,-19.6,e,estimated
1960,Romania,Eastern,65+,6_65+,2024,-19.6,e,estimated
1961,Slovakia,Eastern,Under 25,1_Under 25,2008,9.5,,
1962,Slovakia,Eastern,Under 25,1_Under 25,2009,8.7,,
1963,Slovakia,Eastern,Under 25,1_Under 25,2010,7.3,,
1964,Slovakia,Eastern,Under 25,1_Under 25,2011,10.1,,
1965,Slovakia,Eastern,Under 25,1_Under 25,2012,12.1,,
1966,Slovakia,Eastern,Under 25,1_Under 25,2013,9.5,,
1967,Slovakia,Eastern,Under 25,1_Under 25,2014,11.5,,
1968,Slovakia,Eastern,Under 25,1_Under 25,2015,12.3,,
1969,Slovakia,Eastern,Under 25,1_Under 25,2016,11.1,,
1970,Slovakia,Eastern,Under 25,1_Under 25,2017,12.8,,
1971,Slovakia,Eastern,Under 25,1_Under 25,2018,12.3,,
1972,Slovakia,Eastern,Under 25,1_Under 25,2019,10.2,,
1973,Slovakia,Eastern,Under 25,1_Under 25,2020,6.7,,
1974,Slovakia,Eastern,Under 25,1_Under 25,2021,6.4,,
1975,Slovakia,Eastern,Under 25,1_Under 25,2022,7.5,,
1976,Slovakia,Eastern,Under 25,1_Under 25,2023,7.7,p,provisional
1977,Slovakia,Eastern,Under 25,1_Under 25,2024,8.7,p,provisional
1978,Slovakia,Eastern,25-34,2_25-34,2008,19.2,,
1979,Slovakia,Eastern,25-34,2_25-34,2009,17.5,,
1980,Slovakia,Eastern,25-34,2_25-34,2010,16.2,,
1981,Slovakia,Eastern,25-34,2_25-34,2011,15.1,,
1982,Slovakia,Eastern,25-34,2_25-34,2012,15.3,,
1983,Slovakia,Eastern,25-34,2_25-34,2013,13.2,,
1984,Slovakia,Eastern,25-34,2_25-34,2014,13.2,,
1985,Slovakia,Eastern,25-34,2_25-34,2015,14.5,,
1986,Slovakia,Eastern,25-34,2_25-34,2016,13.4,,
1987,Slovakia,Eastern,25-34,2_25-34,2017,15.7,,
1988,Slovakia,Eastern,25-34,2_25-34,2018,15.9,,
1989,Slovakia,Eastern,25-34,2_25-34,2019,13.8,,
1990,Slovakia,Eastern,25-34,2_25-34,2020,11.1,,
1991,Slovakia,Eastern,25-34,2_25-34,2021,12.0,,
1992,Slovakia,Eastern,25-34,2_25-34,2022,13.2,,
1993,Slovakia,Eastern,25-34,2_25-34,2023,11.9,p,provisional
1994,Slovakia,Eastern,25-34,2_25-34,2024,12.6,p,provisional
1995,Slovakia,Eastern,35-44,3_35-44,2008,26.0,,
1996,Slovakia,Eastern,35-44,3_35-44,2009,29.5,,
1997,Slovakia,Eastern,35-44,3_35-44,2010,27.5,,
1998,Slovakia,Eastern,35-44,3_35-44,2011,26.2,,
1999,Slovakia,Eastern,35-44,3_35-44,2012,26.9,,
2000,Slovakia,Eastern,35-44,3_35-44,2013,24.3,,
2001,Slovakia,Eastern,35-44,3_35-44,2014,25.8,,
2002,Slovakia,Eastern,35-44,3_35-44,2015,24.6,,
2003,Slovakia,Eastern,35-44,3_35-44,2016,24.2,,
2004,Slovakia,Eastern,35-44,3_35-44,2017,24.4,,
2005,Slovakia,Eastern,35-44,3_35-44,2018,24.0,,
2006,Slovakia,Eastern,35-44,3_35-44,2019,22.3,,
2007,Slovakia,Eastern,35-44,3_35-44,2020,20.1,,
2008,Slovakia,Eastern,35-44,3_35-44,2021,19.7,,
2009,Slovakia,Eastern,35-44,3_35-44,2022,20.6,,
2010,Slovakia,Eastern,35-44,3_35-44,2023,19.3,p,provisional
2011,Slovakia,Eastern,35-44,3_35-44,2024,18.7,p,provisional
2012,Slovakia,Eastern,45-54,4_45-54,2008,20.2,,
2013,Slovakia,Eastern,45-54,4_45-54,2009,23.9,,
2014,Slovakia,Eastern,45-54,4_45-54,2010,21.5,,
2015,Slovakia,Eastern,45-54,4_45-54,2011,23.0,,
2016,Slovakia,Eastern,45-54,4_45-54,2012,22.9,,
2017,Slovakia,Eastern,45-54,4_45-54,2013,21.3,,
2018,Slovakia,Eastern,45-54,4_45-54,2014,22.1,,
2019,Slovakia,Eastern,45-54,4_45-54,2015,22.2,,
2020,Slovakia,Eastern,45-54,4_45-54,2016,22.0,,
2021,Slovakia,Eastern,45-54,4_45-54,2017,22.5,,
2022,Slovakia,Eastern,45-54,4_45-54,2018,22.1,,
2023,Slovakia,Eastern,45-54,4_45-54,2019,20.3,,
2024,Slovakia,Eastern,45-54,4_45-54,2020,17.2,,
2025,Slovakia,Eastern,45-54,4_45-54,2021,19.3,,
2026,Slovakia,Eastern,45-54,4_45-54,2022,19.3,,
2027,Slovakia,Eastern,45-54,4_45-54,2023,17.7,p,provisional
2028,Slovakia,Eastern,45-54,4_45-54,2024,18.3,p,provisional
2029,Slovakia,Eastern,55-64,5_55-64,2008,12.2,,
2030,Slovakia,Eastern,55-64,5_55-64,2009,16.9,,
2031,Slovakia,Eastern,55-64,5_55-64,2010,13.5,,
2032,Slovakia,Eastern,55-64,5_55-64,2011,17.0,,
2033,Slovakia,Eastern,55-64,5_55-64,2012,19.4,,
2034,Slovakia,Eastern,55-64,5_55-64,2013,17.6,,
2035,Slovakia,Eastern,55-64,5_55-64,2014,18.3,,
2036,Slovakia,Eastern,55-64,5_55-64,2015,17.6,,
2037,Slovakia,Eastern,55-64,5_55-64,2016,16.8,,
2038,Slovakia,Eastern,55-64,5_55-64,2017,17.1,,
2039,Slovakia,Eastern,55-64,5_55-64,2018,17.3,,
2040,Slovakia,Eastern,55-64,5_55-64,2019,16.0,,
2041,Slovakia,Eastern,55-64,5_55-64,2020,12.5,,
2042,Slovakia,Eastern,55-64,5_55-64,2021,12.1,,
2043,Slovakia,Eastern,55-64,5_55-64,2022,13.8,,
2044,Slovakia,Eastern,55-64,5_55-64,2023,12.4,p,provisional
2045,Slovakia,Eastern,55-64,5_55-64,2024,13.0,p,provisional
2046,Slovakia,Eastern,65+,6_65+,2008,16.7,,
2047,Slovakia,Eastern,65+,6_65+,2009,17.0,,
2048,Slovakia,Eastern,65+,6_65+,2010,6.7,,
2049,Slovakia,Eastern,65+,6_65+,2011,17.9,,
2050,Slovakia,Eastern,65+,6_65+,2012,19.3,,
2051,Slovakia,Eastern,65+,6_65+,2013,14.0,,
2052,Slovakia,Eastern,65+,6_65+,2014,17.7,,
2053,Slovakia,Eastern,65+,6_65+,2015,20.5,,
2054,Slovakia,Eastern,65+,6_65+,2016,20.6,,
2055,Slovakia,Eastern,65+,6_65+,2017,24.4,,
2056,Slovakia,Eastern,65+,6_65+,2018,14.9,,
2057,Slovakia,Eastern,65+,6_65+,2019,10.2,,
2058,Slovakia,Eastern,65+,6_65+,2020,9.5,,
2059,Slovakia,Eastern,65+,6_65+,2021,9.5,,
2060,Slovakia,Eastern,65+,6_65+,2022,7.5,,
2061,Slovakia,Eastern,65+,6_65+,2023,17.6,p,provisional
2062,Slovakia,Eastern,65+,6_65+,2024,10.8,p,provisional
2063,Slovenia,Southern,Under 25,1_Under 25,2007,-4.0,,
2064,Slovenia,Southern,Under 25,1_Under 25,2008,-4.9,,
2065,Slovenia,Southern,Under 25,1_Under 25,2009,-10.6,,
2066,Slovenia,Southern,Under 25,1_Under 25,2010,-7.1,,
2067,Slovenia,Southern,Under 25,1_Under 25,2011,-3.2,,
2068,Slovenia,Southern,Under 25,1_Under 25,2012,-0.5,,
2069,Slovenia,Southern,Under 25,1_Under 25,2013,3.6,,
2070,Slovenia,Southern,Under 25,1_Under 25,2014,5.9,,
2071,Slovenia,Southern,Under 25,1_Under 25,2015,8.2,,
2072,Slovenia,Southern,Under 25,1_Under 25,2016,7.7,,
2073,Slovenia,Southern,Under 25,1_Under 25,2017,7.4,,
2074,Slovenia,Southern,Under 25,1_Under 25,2018,9.8,,
2075,Slovenia,Southern,Under 25,1_Under 25,2019,8.7,,
2076,Slovenia,Southern,Under 25,1_Under 25,2020,2.9,,
2077,Slovenia,Southern,Under 25,1_Under 25,2021,3.7,,
2078,Slovenia,Southern,Under 25,1_Under 25,2022,8.3,,
2079,Slovenia,Southern,Under 25,1_Under 25,2023,6.7,bp,"provisional, break in series"
2080,Slovenia,Southern,Under 25,1_Under 25,2024,9.3,p,provisional
2081,Slovenia,Southern,25-34,2_25-34,2007,-0.3,,
2082,Slovenia,Southern,25-34,2_25-34,2008,-1.2,,
2083,Slovenia,Southern,25-34,2_25-34,2009,-5.5,,
2084,Slovenia,Southern,25-34,2_25-34,2010,-4.0,,
2085,Slovenia,Southern,25-34,2_25-34,2011,-1.2,,
2086,Slovenia,Southern,25-34,2_25-34,2012,1.4,,
2087,Slovenia,Southern,25-34,2_25-34,2013,3.8,,
2088,Slovenia,Southern,25-34,2_25-34,2014,6.3,,
2089,Slovenia,Southern,25-34,2_25-34,2015,7.4,,
2090,Slovenia,Southern,25-34,2_25-34,2016,7.6,,
2091,Slovenia,Southern,25-34,2_25-34,2017,8.7,,
2092,Slovenia,Southern,25-34,2_25-34,2018,10.3,,
2093,Slovenia,Southern,25-34,2_25-34,2019,9.4,,
2094,Slovenia,Southern,25-34,2_25-34,2020,4.8,,
2095,Slovenia,Southern,25-34,2_25-34,2021,5.5,,
2096,Slovenia,Southern,25-34,2_25-34,2022,9.3,,
2097,Slovenia,Southern,25-34,2_25-34,2023,8.2,bp,"provisional, break in series"
2098,Slovenia,Southern,25-34,2_25-34,2024,10.3,p,provisional
2099,Slovenia,Southern,35-44,3_35-44,2007,7.4,,
2100,Slovenia,Southern,35-44,3_35-44,2008,7.3,,
2101,Slovenia,Southern,35-44,3_35-44,2009,2.3,,
2102,Slovenia,Southern,35-44,3_35-44,2010,3.9,,
2103,Slovenia,Southern,35-44,3_35-44,2011,5.9,,
2104,Slovenia,Southern,35-44,3_35-44,2012,7.5,,
2105,Slovenia,Southern,35-44,3_35-44,2013,8.9,,
2106,Slovenia,Southern,35-44,3_35-44,2014,9.1,,
2107,Slovenia,Southern,35-44,3_35-44,2015,10.6,,
2108,Slovenia,Southern,35-44,3_35-44,2016,10.6,,
2109,Slovenia,Southern,35-44,3_35-44,2017,10.8,,
2110,Slovenia,Southern,35-44,3_35-44,2018,12.0,,
2111,Slovenia,Southern,35-44,3_35-44,2019,10.3,,
2112,Slovenia,Southern,35-44,3_35-44,2020,5.9,,
2113,Slovenia,Southern,35-44,3_35-44,2021,6.2,,
2114,Slovenia,Southern,35-44,3_35-44,2022,10.3,,
2115,Slovenia,Southern,35-44,3_35-44,2023,8.9,bp,"provisional, break in series"
2116,Slovenia,Southern,35-44,3_35-44,2024,10.8,p,provisional
2117,Slovenia,Southern,45-54,4_45-54,2007,8.2,,
2118,Slovenia,Southern,45-54,4_45-54,2008,8.2,,
2119,Slovenia,Southern,45-54,4_45-54,2009,3.3,,
2120,Slovenia,Southern,45-54,4_45-54,2010,4.5,,
2121,Slovenia,Southern,45-54,4_45-54,2011,7.0,,
2122,Slovenia,Southern,45-54,4_45-54,2012,8.8,,
2123,Slovenia,Southern,45-54,4_45-54,2013,11.1,,
2124,Slovenia,Southern,45-54,4_45-54,2014,10.4,,
2125,Slovenia,Southern,45-54,4_45-54,2015,11.6,,
2126,Slovenia,Southern,45-54,4_45-54,2016,11.9,,
2127,Slovenia,Southern,45-54,4_45-54,2017,11.5,,
2128,Slovenia,Southern,45-54,4_45-54,2018,12.0,,
2129,Slovenia,Southern,45-54,4_45-54,2019,9.9,,
2130,Slovenia,Southern,45-54,4_45-54,2020,4.4,,
2131,Slovenia,Southern,45-54,4_45-54,2021,3.7,,
2132,Slovenia,Southern,45-54,4_45-54,2022,7.3,,
2133,Slovenia,Southern,45-54,4_45-54,2023,7.9,bp,"provisional, break in series"
2134,Slovenia,Southern,45-54,4_45-54,2024,9.5,p,provisional
2135,Slovenia,Southern,55-64,5_55-64,2007,-3.9,,
2136,Slovenia,Southern,55-64,5_55-64,2008,-4.9,,
2137,Slovenia,Southern,55-64,5_55-64,2009,-9.8,,
2138,Slovenia,Southern,55-64,5_55-64,2010,-6.6,,
2139,Slovenia,Southern,55-64,5_55-64,2011,-1.7,,
2140,Slovenia,Southern,55-64,5_55-64,2012,0.4,,
2141,Slovenia,Southern,55-64,5_55-64,2013,4.7,,
2142,Slovenia,Southern,55-64,5_55-64,2014,3.3,,
2143,Slovenia,Southern,55-64,5_55-64,2015,5.7,,
2144,Slovenia,Southern,55-64,5_55-64,2016,6.1,,
2145,Slovenia,Southern,55-64,5_55-64,2017,7.0,,
2146,Slovenia,Southern,55-64,5_55-64,2018,7.5,,
2147,Slovenia,Southern,55-64,5_55-64,2019,5.9,,
2148,Slovenia,Southern,55-64,5_55-64,2020,0.9,,
2149,Slovenia,Southern,55-64,5_55-64,2021,0.8,,
2150,Slovenia,Southern,55-64,5_55-64,2022,5.2,,
2151,Slovenia,Southern,55-64,5_55-64,2023,4.7,bp,"provisional, break in series"
2152,Slovenia,Southern,55-64,5_55-64,2024,5.9,p,provisional
2153,Slovenia,Southern,65+,6_65+,2007,12.4,,
2154,Slovenia,Southern,65+,6_65+,2008,6.2,,
2155,Slovenia,Southern,65+,6_65+,2010,7.3,,
2156,Slovenia,Southern,65+,6_65+,2011,3.2,,
2157,Slovenia,Southern,65+,6_65+,2012,-5.3,,
2158,Slovenia,Southern,65+,6_65+,2013,-3.6,,
2159,Slovenia,Southern,65+,6_65+,2014,4.3,,
2160,Slovenia,Southern,65+,6_65+,2015,3.6,,
2161,Slovenia,Southern,65+,6_65+,2016,6.6,,
2162,Slovenia,Southern,65+,6_65+,2017,6.1,,
2163,Slovenia,Southern,65+,6_65+,2018,2.7,,
2164,Slovenia,Southern,65+,6_65+,2019,3.8,,
2165,Slovenia,Southern,65+,6_65+,2020,1.4,,
2166,Slovenia,Southern,65+,6_65+,2021,-1.6,,
2167,Slovenia,Southern,65+,6_65+,2022,4.3,,
2168,Slovenia,Southern,65+,6_65+,2023,9.1,bp,"provisional, break in series"
2169,Slovenia,Southern,65+,6_65+,2024,9.2,p,provisional
2170,Spain,Southern,Under 25,1_Under 25,2007,6.5,,
2171,Spain,Southern,Under 25,1_Under 25,2008,7.9,,
2172,Spain,Southern,Under 25,1_Under 25,2009,5.5,,
2173,Spain,Southern,Under 25,1_Under 25,2010,4.8,,
2174,Spain,Southern,Under 25,1_Under 25,2011,5.9,,
2175,Spain,Southern,Under 25,1_Under 25,2012,8.3,,
2176,Spain,Southern,Under 25,1_Under 25,2013,7.3,,
2177,Spain,Southern,Under 25,1_Under 25,2014,5.7,,
2178,Spain,Southern,Under 25,1_Under 25,2015,9.2,,
2179,Spain,Southern,Under 25,1_Under 25,2016,4.7,,
2180,Spain,Southern,Under 25,1_Under 25,2017,4.1,,
2181,Spain,Southern,Under 25,1_Under 25,2018,1.7,,
2182,Spain,Southern,Under 25,1_Under 25,2019,-2.4,,
2183,Spain,Southern,Under 25,1_Under 25,2020,-2.5,,
2184,Spain,Southern,Under 25,1_Under 25,2021,-1.9,,
2185,Spain,Southern,Under 25,1_Under 25,2022,0.4,,
2186,Spain,Southern,Under 25,1_Under 25,2023,1.1,p,provisional
2187,Spain,Southern,Under 25,1_Under 25,2024,1.1,p,provisional
2188,Spain,Southern,25-34,2_25-34,2007,11.6,,
2189,Spain,Southern,25-34,2_25-34,2008,10.3,,
2190,Spain,Southern,25-34,2_25-34,2009,10.0,,
2191,Spain,Southern,25-34,2_25-34,2010,8.7,,
2192,Spain,Southern,25-34,2_25-34,2011,10.4,,
2193,Spain,Southern,25-34,2_25-34,2012,11.8,,
2194,Spain,Southern,25-34,2_25-34,2013,9.9,,
2195,Spain,Southern,25-34,2_25-34,2014,6.6,,
2196,Spain,Southern,25-34,2_25-34,2015,7.0,,
2197,Spain,Southern,25-34,2_25-34,2016,6.7,,
2198,Spain,Southern,25-34,2_25-34,2017,5.0,,
2199,Spain,Southern,25-34,2_25-34,2018,4.6,,
2200,Spain,Southern,25-34,2_25-34,2019,1.6,,
