country,eu_region,age_group,age_sort,year,gpg_pct,eu_age_avg,flag_code,flag_note
Sweden,Northern,35-44,3,2023,11.7,12.18,p,provisional
Sweden,Northern,35-44,3,2024,11.5,11.62,p,provisional
Sweden,Northern,45-54,4,2008,20.4,16.96,,
Sweden,Northern,45-54,4,2009,18.9,16.85,,
Sweden,Northern,45-54,4,2010,18.9,16.57,,
Sweden,Northern,45-54,4,2011,19.5,16.38,,
Sweden,Northern,45-54,4,2012,19.1,16.98,,
Sweden,Northern,45-54,4,2013,17.8,16.29,,
Sweden,Northern,45-54,4,2014,16.7,16.74,,
Sweden,Northern,45-54,4,2015,17.0,16.27,,
Sweden,Northern,45-54,4,2016,16.0,15.77,,
Sweden,Northern,45-54,4,2017,15.5,15.65,,
Sweden,Northern,45-54,4,2018,15.3,15.12,,
Sweden,Northern,45-54,4,2019,15.3,13.9,,
Sweden,Northern,45-54,4,2020,13.8,12.92,,
Sweden,Northern,45-54,4,2021,13.6,12.6,,
Sweden,Northern,45-54,4,2022,13.0,13.43,,
Sweden,Northern,45-54,4,2023,15.3,13.22,p,provisional
Sweden,Northern,45-54,4,2024,14.4,12.8,p,provisional
Sweden,Northern,55-64,5,2008,20.1,15.15,,
Sweden,Northern,55-64,5,2009,19.2,14.91,,
Sweden,Northern,55-64,5,2010,18.9,15.43,,
Sweden,Northern,55-64,5,2011,17.7,14.88,,
Sweden,Northern,55-64,5,2012,17.4,15.59,,
Sweden,Northern,55-64,5,2013,17.0,14.6,,
Sweden,Northern,55-64,5,2014,16.0,15.93,,
Sweden,Northern,55-64,5,2015,16.1,14.72,,
Sweden,Northern,55-64,5,2016,16.0,13.54,,
Sweden,Northern,55-64,5,2017,15.3,13.39,,
Sweden,Northern,55-64,5,2018,14.9,13.76,,
Sweden,Northern,55-64,5,2019,14.8,11.84,,
Sweden,Northern,55-64,5,2020,14.5,10.77,,
Sweden,Northern,55-64,5,2021,14.5,10.45,,
Sweden,Northern,55-64,5,2022,14.9,12.52,,
Sweden,Northern,55-64,5,2023,14.2,11.74,p,provisional
Sweden,Northern,55-64,5,2024,14.2,11.37,p,provisional
Sweden,Northern,65+,6,2010,19.8,18.47,,
Sweden,Northern,65+,6,2014,13.4,21.67,,
Sweden,Northern,65+,6,2015,16.6,19.75,,
Sweden,Northern,65+,6,2016,14.8,17.78,,
Sweden,Northern,65+,6,2017,12.8,16.38,,
Sweden,Northern,65+,6,2018,12.1,16.23,,
Sweden,Northern,65+,6,2019,12.1,13.12,,
Sweden,Northern,65+,6,2020,11.0,11.92,,
Sweden,Northern,65+,6,2021,9.0,10.44,,
Sweden,Northern,65+,6,2022,9.8,11.97,,
Sweden,Northern,65+,6,2023,8.6,10.88,p,provisional
Sweden,Northern,65+,6,2024,9.2,10.08,p,provisional
