country,eu_region,age_group,age_sort,year,gpg_pct,eu_age_avg,flag_code,flag_note
Lithuania,Northern,55-64,5,2020,7.0,10.77,,
Lithuania,Northern,55-64,5,2021,5.1,10.45,,
Lithuania,Northern,55-64,5,2022,4.5,12.52,,
Lithuania,Northern,55-64,5,2023,5.3,11.74,p,provisional
Lithuania,Northern,55-64,5,2024,5.1,11.37,p,provisional
Lithuania,Northern,65+,6,2007,17.1,16.79,,
Lithuania,Northern,65+,6,2008,14.7,17.04,,
Lithuania,Northern,65+,6,2009,8.4,17.57,,
Lithuania,Northern,65+,6,2010,4.8,18.47,b,break in series
Lithuania,Northern,65+,6,2011,6.0,19.71,,
Lithuania,Northern,65+,6,2012,8.7,20.64,,
Lithuania,Northern,65+,6,2013,11.2,19.55,,
Lithuania,Northern,65+,6,2014,14.7,21.67,,
Lithuania,Northern,65+,6,2015,12.3,19.75,,
Lithuania,Northern,65+,6,2016,9.9,17.78,,
Lithuania,Northern,65+,6,2017,8.8,16.38,,
Lithuania,Northern,65+,6,2018,5.4,16.23,,
Lithuania,Northern,65+,6,2019,8.7,13.12,,
Lithuania,Northern,65+,6,2020,5.4,11.92,,
Lithuania,Northern,65+,6,2021,2.8,10.44,,
Lithuania,Northern,65+,6,2022,1.1,11.97,,
Lithuania,Northern,65+,6,2023,4.3,10.88,p,provisional
Lithuania,Northern,65+,6,2024,3.8,10.08,p,provisional
Luxembourg,Western,Under 25,1,2007,-5.0,3.08,,
Luxembourg,Western,Under 25,1,2008,-5.4,4.68,,
Luxembourg,Western,Under 25,1,2009,-5.8,3.0,,
Luxembourg,Western,Under 25,1,2010,-6.2,2.72,,
Luxembourg,Western,Under 25,1,2014,-4.4,5.16,,
Luxembourg,Western,Under 25,1,2018,-6.1,5.73,,
Luxembourg,Western,Under 25,1,2022,-11.6,3.28,,
Luxembourg,Western,25-34,2,2007,1.1,7.11,,
Luxembourg,Western,25-34,2,2008,-0.4,9.05,,
Luxembourg,Western,25-34,2,2009,-1.8,7.83,,
Luxembourg,Western,25-34,2,2010,-3.2,7.16,,
Luxembourg,Western,25-34,2,2014,-5.0,7.17,,
Luxembourg,Western,25-34,2,2018,-8.9,8.94,,
Luxembourg,Western,25-34,2,2022,-8.9,6.78,,
Luxembourg,Western,35-44,3,2007,6.9,13.82,,
Luxembourg,Western,35-44,3,2008,6.8,16.9,,
Luxembourg,Western,35-44,3,2009,6.6,15.85,,
Luxembourg,Western,35-44,3,2010,6.5,15.48,,
Luxembourg,Western,35-44,3,2014,0.5,14.7,,
Luxembourg,Western,35-44,3,2018,-3.9,13.94,,
Luxembourg,Western,35-44,3,2022,-5.8,11.52,,
Luxembourg,Western,45-54,4,2007,15.6,13.47,,
Luxembourg,Western,45-54,4,2008,15.3,16.96,,
Luxembourg,Western,45-54,4,2009,14.9,16.85,,
Luxembourg,Western,45-54,4,2010,14.6,16.57,,
Luxembourg,Western,45-54,4,2014,9.7,16.74,,
Luxembourg,Western,45-54,4,2018,6.6,15.12,,
Luxembourg,Western,45-54,4,2022,4.0,13.43,,
Luxembourg,Western,55-64,5,2007,23.9,11.22,,
Luxembourg,Western,55-64,5,2008,23.1,15.15,,
Luxembourg,Western,55-64,5,2009,22.4,14.91,,
Luxembourg,Western,55-64,5,2010,21.6,15.43,,
Luxembourg,Western,55-64,5,2014,16.7,15.93,,
Luxembourg,Western,55-64,5,2018,11.4,13.76,,
Luxembourg,Western,55-64,5,2022,6.7,12.52,,
Luxembourg,Western,65+,6,2014,30.8,21.67,,
Luxembourg,Western,65+,6,2018,33.3,16.23,,
Luxembourg,Western,65+,6,2022,29.4,11.97,,
Malta,Southern,Under 25,1,2007,-2.7,3.08,,
Malta,Southern,Under 25,1,2008,-1.4,4.68,,
Malta,Southern,Under 25,1,2009,-1.8,3.0,,
Malta,Southern,Under 25,1,2010,-3.2,2.72,,
Malta,Southern,Under 25,1,2011,0.6,3.78,,
Malta,Southern,Under 25,1,2012,1.0,4.63,,
Malta,Southern,Under 25,1,2013,1.1,4.87,,
Malta,Southern,Under 25,1,2014,0.5,5.16,,
Malta,Southern,Under 25,1,2015,0.6,6.19,,
Malta,Southern,Under 25,1,2016,2.7,6.24,,
Malta,Southern,Under 25,1,2017,2.8,6.57,,
Malta,Southern,Under 25,1,2018,2.6,5.73,,
Malta,Southern,Under 25,1,2019,-0.4,5.31,,
Malta,Southern,Under 25,1,2020,-1.8,4.8,,
Malta,Southern,Under 25,1,2021,-1.7,3.93,,
Malta,Southern,Under 25,1,2022,-2.6,3.28,,
Malta,Southern,Under 25,1,2023,-2.0,4.35,p,provisional
Malta,Southern,Under 25,1,2024,-0.1,4.3,p,provisional
Malta,Southern,25-34,2,2007,1.9,7.11,,
Malta,Southern,25-34,2,2008,3.0,9.05,,
Malta,Southern,25-34,2,2009,4.1,7.83,,
Malta,Southern,25-34,2,2010,5.1,7.16,,
Malta,Southern,25-34,2,2011,3.5,7.24,,
Malta,Southern,25-34,2,2012,5.2,7.71,,
Malta,Southern,25-34,2,2013,6.6,6.79,,
Malta,Southern,25-34,2,2014,5.8,7.17,,
Malta,Southern,25-34,2,2015,7.6,8.35,,
Malta,Southern,25-34,2,2016,8.2,8.51,,
Malta,Southern,25-34,2,2017,7.9,8.9,,
Malta,Southern,25-34,2,2018,9.5,8.94,,
Malta,Southern,25-34,2,2019,5.5,8.9,,
Malta,Southern,25-34,2,2020,2.4,7.92,,
Malta,Southern,25-34,2,2021,1.4,7.56,,
Malta,Southern,25-34,2,2022,0.4,6.78,,
Malta,Southern,25-34,2,2023,-4.3,7.65,p,provisional
Malta,Southern,25-34,2,2024,-4.5,7.13,p,provisional
Malta,Southern,35-44,3,2007,4.7,13.82,,
Malta,Southern,35-44,3,2008,8.6,16.9,,
Malta,Southern,35-44,3,2009,7.6,15.85,,
Malta,Southern,35-44,3,2010,10.2,15.48,,
Malta,Southern,35-44,3,2011,10.2,15.32,,
Malta,Southern,35-44,3,2012,11.4,15.55,,
Malta,Southern,35-44,3,2013,12.2,14.79,,
Malta,Southern,35-44,3,2014,13.2,14.7,,
Malta,Southern,35-44,3,2015,14.4,14.88,,
Malta,Southern,35-44,3,2016,15.3,14.5,,
Malta,Southern,35-44,3,2017,15.1,14.31,,
Malta,Southern,35-44,3,2018,15.4,13.94,,
Malta,Southern,35-44,3,2019,13.1,13.19,,
Malta,Southern,35-44,3,2020,9.8,11.91,,
Malta,Southern,35-44,3,2021,8.6,11.58,,
Malta,Southern,35-44,3,2022,6.2,11.52,,
Malta,Southern,35-44,3,2023,6.6,12.18,p,provisional
Malta,Southern,35-44,3,2024,5.4,11.62,p,provisional
Malta,Southern,45-54,4,2007,7.8,13.47,,
Malta,Southern,45-54,4,2008,10.5,16.96,,
Malta,Southern,45-54,4,2009,7.7,16.85,,
Malta,Southern,45-54,4,2010,6.9,16.57,,
Malta,Southern,45-54,4,2011,6.8,16.38,,
Malta,Southern,45-54,4,2012,9.1,16.98,,
Malta,Southern,45-54,4,2013,10.8,16.29,,
Malta,Southern,45-54,4,2014,14.0,16.74,,
Malta,Southern,45-54,4,2015,14.7,16.27,,
Malta,Southern,45-54,4,2016,14.9,15.77,,
Malta,Southern,45-54,4,2017,14.2,15.65,,
Malta,Southern,45-54,4,2018,15.9,15.12,,
Malta,Southern,45-54,4,2019,14.8,13.9,,
Malta,Southern,45-54,4,2020,12.9,12.92,,
Malta,Southern,45-54,4,2021,12.8,12.6,,
Malta,Southern,45-54,4,2022,11.6,13.43,,
Malta,Southern,45-54,4,2023,12.5,13.22,p,provisional
Malta,Southern,45-54,4,2024,12.9,12.8,p,provisional
Malta,Southern,55-64,5,2007,-3.2,11.22,,
Malta,Southern,55-64,5,2008,-0.3,15.15,,
Malta,Southern,55-64,5,2009,0.3,14.91,,
Malta,Southern,55-64,5,2010,0.3,15.43,,
Malta,Southern,55-64,5,2011,2.9,14.88,,
Malta,Southern,55-64,5,2012,4.6,15.59,,
Malta,Southern,55-64,5,2013,5.5,14.6,,
Malta,Southern,55-64,5,2014,9.0,15.93,,
Malta,Southern,55-64,5,2015,9.7,14.72,,
Malta,Southern,55-64,5,2016,10.2,13.54,,
Malta,Southern,55-64,5,2017,11.2,13.39,,
Malta,Southern,55-64,5,2018,13.1,13.76,,
Malta,Southern,55-64,5,2019,12.8,11.84,,
Malta,Southern,55-64,5,2020,11.5,10.77,,
Malta,Southern,55-64,5,2021,11.8,10.45,,
Malta,Southern,55-64,5,2022,11.5,12.52,,
Malta,Southern,55-64,5,2023,16.0,11.74,p,provisional
Malta,Southern,55-64,5,2024,14.7,11.37,p,provisional
Malta,Southern,65+,6,2007,27.4,16.79,,
Malta,Southern,65+,6,2008,20.2,17.04,,
Malta,Southern,65+,6,2009,13.9,17.57,,
Malta,Southern,65+,6,2010,10.0,18.47,,
Malta,Southern,65+,6,2011,15.0,19.71,u,low reliability
Malta,Southern,65+,6,2012,16.1,20.64,u,low reliability
Malta,Southern,65+,6,2013,17.8,19.55,u,low reliability
Malta,Southern,65+,6,2014,20.0,21.67,u,low reliability
Malta,Southern,65+,6,2015,21.1,19.75,u,low reliability
Malta,Southern,65+,6,2016,24.1,17.78,u,low reliability
Malta,Southern,65+,6,2017,10.8,16.38,u,low reliability
Malta,Southern,65+,6,2018,12.9,16.23,u,low reliability
Malta,Southern,65+,6,2019,8.3,13.12,,
Malta,Southern,65+,6,2020,6.9,11.92,,
Malta,Southern,65+,6,2021,5.8,10.44,,
Malta,Southern,65+,6,2022,4.1,11.97,,
Malta,Southern,65+,6,2023,8.6,10.88,p,provisional
Malta,Southern,65+,6,2024,7.6,10.08,p,provisional
Netherlands,Western,Under 25,1,2007,0.7,3.08,,
Netherlands,Western,Under 25,1,2008,0.8,4.68,,
Netherlands,Western,Under 25,1,2009,0.7,3.0,,
Netherlands,Western,Under 25,1,2010,-0.3,2.72,,
Netherlands,Western,Under 25,1,2011,2.1,3.78,,
Netherlands,Western,Under 25,1,2012,1.7,4.63,,
Netherlands,Western,Under 25,1,2013,1.2,4.87,,
Netherlands,Western,Under 25,1,2014,0.6,5.16,,
Netherlands,Western,Under 25,1,2015,2.2,6.19,,
Netherlands,Western,Under 25,1,2016,2.1,6.24,,
Netherlands,Western,Under 25,1,2017,0.6,6.57,,
Netherlands,Western,Under 25,1,2018,-0.5,5.73,,
Netherlands,Western,Under 25,1,2019,1.8,5.31,,
Netherlands,Western,Under 25,1,2020,0.9,4.8,,
Netherlands,Western,Under 25,1,2021,0.7,3.93,,
Netherlands,Western,Under 25,1,2022,0.4,3.28,,
Netherlands,Western,Under 25,1,2023,2.1,4.35,p,provisional
Netherlands,Western,Under 25,1,2024,1.5,4.3,p,provisional
Netherlands,Western,25-34,2,2007,7.0,7.11,,
Netherlands,Western,25-34,2,2008,6.8,9.05,,
Netherlands,Western,25-34,2,2009,5.8,7.83,,
Netherlands,Western,25-34,2,2010,4.3,7.16,,
Netherlands,Western,25-34,2,2011,3.2,7.24,,
Netherlands,Western,25-34,2,2012,1.8,7.71,,
Netherlands,Western,25-34,2,2013,0.0,6.79,,
Netherlands,Western,25-34,2,2014,-0.8,7.17,,
Netherlands,Western,25-34,2,2015,1.1,8.35,,
Netherlands,Western,25-34,2,2016,0.8,8.51,,
Netherlands,Western,25-34,2,2017,0.8,8.9,,
Netherlands,Western,25-34,2,2018,1.1,8.94,,
Netherlands,Western,25-34,2,2019,2.2,8.9,,
Netherlands,Western,25-34,2,2020,2.4,7.92,,
Netherlands,Western,25-34,2,2021,2.3,7.56,,
Netherlands,Western,25-34,2,2022,2.7,6.78,,
Netherlands,Western,25-34,2,2023,1.7,7.65,p,provisional
Netherlands,Western,25-34,2,2024,0.9,7.13,p,provisional
Netherlands,Western,35-44,3,2007,18.5,13.82,,
Netherlands,Western,35-44,3,2008,18.4,16.9,,
Netherlands,Western,35-44,3,2009,17.6,15.85,,
Netherlands,Western,35-44,3,2010,16.4,15.48,,
Netherlands,Western,35-44,3,2011,16.1,15.32,,
Netherlands,Western,35-44,3,2012,15.2,15.55,,
Netherlands,Western,35-44,3,2013,14.3,14.79,,
Netherlands,Western,35-44,3,2014,14.1,14.7,,
Netherlands,Western,35-44,3,2015,10.9,14.88,,
Netherlands,Western,35-44,3,2016,10.4,14.5,,
Netherlands,Western,35-44,3,2017,10.3,14.31,,
Netherlands,Western,35-44,3,2018,10.4,13.94,,
Netherlands,Western,35-44,3,2019,9.1,13.19,,
Netherlands,Western,35-44,3,2020,9.0,11.91,,
Netherlands,Western,35-44,3,2021,9.1,11.58,,
Netherlands,Western,35-44,3,2022,9.5,11.52,,
Netherlands,Western,35-44,3,2023,7.4,12.18,p,provisional
Netherlands,Western,35-44,3,2024,6.3,11.62,p,provisional
Netherlands,Western,45-54,4,2007,25.8,13.47,,
Netherlands,Western,45-54,4,2008,25.1,16.96,,
Netherlands,Western,45-54,4,2009,24.8,16.85,,
Netherlands,Western,45-54,4,2010,24.2,16.57,,
Netherlands,Western,45-54,4,2011,24.5,16.38,,
Netherlands,Western,45-54,4,2012,24.4,16.98,,
Netherlands,Western,45-54,4,2013,24.2,16.29,,
Netherlands,Western,45-54,4,2014,24.7,16.74,,
Netherlands,Western,45-54,4,2015,21.4,16.27,,
Netherlands,Western,45-54,4,2016,21.2,15.77,,
Netherlands,Western,45-54,4,2017,21.4,15.65,,
Netherlands,Western,45-54,4,2018,21.5,15.12,,
Netherlands,Western,45-54,4,2019,19.8,13.9,,
Netherlands,Western,45-54,4,2020,20.0,12.92,,
Netherlands,Western,45-54,4,2021,20.0,12.6,,
Netherlands,Western,45-54,4,2022,20.0,13.43,,
Netherlands,Western,45-54,4,2023,16.6,13.22,p,provisional
Netherlands,Western,45-54,4,2024,15.0,12.8,p,provisional
Netherlands,Western,55-64,5,2007,27.1,11.22,,
Netherlands,Western,55-64,5,2008,25.8,15.15,,
Netherlands,Western,55-64,5,2009,25.2,14.91,,
Netherlands,Western,55-64,5,2010,24.4,15.43,,
Netherlands,Western,55-64,5,2011,24.1,14.88,,
Netherlands,Western,55-64,5,2012,24.0,15.59,,
Netherlands,Western,55-64,5,2013,24.1,14.6,,
Netherlands,Western,55-64,5,2014,25.1,15.93,,
Netherlands,Western,55-64,5,2015,22.3,14.72,,
Netherlands,Western,55-64,5,2016,22.5,13.54,,
Netherlands,Western,55-64,5,2017,22.8,13.39,,
Netherlands,Western,55-64,5,2018,23.1,13.76,,
Netherlands,Western,55-64,5,2019,21.5,11.84,,
Netherlands,Western,55-64,5,2020,22.2,10.77,,
Netherlands,Western,55-64,5,2021,22.9,10.45,,
Netherlands,Western,55-64,5,2022,23.4,12.52,,
Netherlands,Western,55-64,5,2023,19.2,11.74,p,provisional
Netherlands,Western,55-64,5,2024,18.0,11.37,p,provisional
Netherlands,Western,65+,6,2007,11.0,16.79,,
Netherlands,Western,65+,6,2008,11.3,17.04,,
Netherlands,Western,65+,6,2009,10.8,17.57,,
Netherlands,Western,65+,6,2010,11.6,18.47,,
Netherlands,Western,65+,6,2011,18.5,19.71,,
Netherlands,Western,65+,6,2012,18.0,20.64,,
Netherlands,Western,65+,6,2013,19.3,19.55,,
Netherlands,Western,65+,6,2014,19.4,21.67,,
Netherlands,Western,65+,6,2015,18.7,19.75,,
Netherlands,Western,65+,6,2016,17.7,17.78,,
Netherlands,Western,65+,6,2017,17.7,16.38,,
Netherlands,Western,65+,6,2018,17.9,16.23,,
Netherlands,Western,65+,6,2019,14.5,13.12,,
Netherlands,Western,65+,6,2020,15.9,11.92,,
Netherlands,Western,65+,6,2021,15.6,10.44,,
Netherlands,Western,65+,6,2022,16.1,11.97,,
Netherlands,Western,65+,6,2023,14.3,10.88,p,provisional
Netherlands,Western,65+,6,2024,13.6,10.08,p,provisional
Poland,Eastern,Under 25,1,2007,12.6,3.08,,
Poland,Eastern,Under 25,1,2008,9.6,4.68,,
Poland,Eastern,Under 25,1,2009,6.5,3.0,,
Poland,Eastern,Under 25,1,2010,3.5,2.72,,
Poland,Eastern,Under 25,1,2011,4.7,3.78,,
Poland,Eastern,Under 25,1,2012,5.8,4.63,,
Poland,Eastern,Under 25,1,2013,7.3,4.87,p,provisional
Poland,Eastern,Under 25,1,2014,8.8,5.16,,
Poland,Eastern,Under 25,1,2015,8.0,6.19,,
Poland,Eastern,Under 25,1,2016,7.3,6.24,,
Poland,Eastern,Under 25,1,2017,7.1,6.57,,
Poland,Eastern,Under 25,1,2018,9.8,5.73,,
Poland,Eastern,Under 25,1,2019,9.0,5.31,,
Poland,Eastern,Under 25,1,2020,8.2,4.8,,
Poland,Eastern,Under 25,1,2021,7.2,3.93,,
Poland,Eastern,Under 25,1,2022,6.1,3.28,,
Poland,Eastern,Under 25,1,2023,5.1,4.35,,
Poland,Eastern,Under 25,1,2024,4.0,4.3,,
Poland,Eastern,25-34,2,2007,13.8,7.11,,
Poland,Eastern,25-34,2,2008,10.8,9.05,,
Poland,Eastern,25-34,2,2009,7.8,7.83,,
Poland,Eastern,25-34,2,2010,4.8,7.16,,
Poland,Eastern,25-34,2,2011,5.6,7.24,,
Poland,Eastern,25-34,2,2012,6.3,7.71,,
Poland,Eastern,25-34,2,2013,8.1,6.79,p,provisional
Poland,Eastern,25-34,2,2014,9.8,7.17,,
Poland,Eastern,25-34,2,2015,9.2,8.35,,
Poland,Eastern,25-34,2,2016,8.6,8.51,,
Poland,Eastern,25-34,2,2017,8.4,8.9,,
Poland,Eastern,25-34,2,2018,11.0,8.94,,
Poland,Eastern,25-34,2,2019,9.1,8.9,,
Poland,Eastern,25-34,2,2020,7.2,7.92,,
Poland,Eastern,25-34,2,2021,8.0,7.56,,
Poland,Eastern,25-34,2,2022,8.8,6.78,,
Poland,Eastern,25-34,2,2023,6.9,7.65,,
Poland,Eastern,25-34,2,2024,5.0,7.13,,
Poland,Eastern,35-44,3,2007,18.0,13.82,,
Poland,Eastern,35-44,3,2008,15.0,16.9,,
Poland,Eastern,35-44,3,2009,12.0,15.85,,
Poland,Eastern,35-44,3,2010,9.0,15.48,,
Poland,Eastern,35-44,3,2011,10.1,15.32,,
Poland,Eastern,35-44,3,2012,11.2,15.55,,
Poland,Eastern,35-44,3,2013,12.2,14.79,p,provisional
Poland,Eastern,35-44,3,2014,13.1,14.7,,
Poland,Eastern,35-44,3,2015,12.5,14.88,,
Poland,Eastern,35-44,3,2016,11.8,14.5,,
Poland,Eastern,35-44,3,2017,11.7,14.31,,
Poland,Eastern,35-44,3,2018,13.6,13.94,,
Poland,Eastern,35-44,3,2019,11.5,13.19,,
Poland,Eastern,35-44,3,2020,9.4,11.91,,
Poland,Eastern,35-44,3,2021,11.3,11.58,,
Poland,Eastern,35-44,3,2022,13.2,11.52,,
Poland,Eastern,35-44,3,2023,10.9,12.18,,
Poland,Eastern,35-44,3,2024,8.5,11.62,,
Poland,Eastern,45-54,4,2007,16.4,13.47,,
Poland,Eastern,45-54,4,2008,12.3,16.96,,
Poland,Eastern,45-54,4,2009,8.1,16.85,,
Poland,Eastern,45-54,4,2010,4.0,16.57,,
Poland,Eastern,45-54,4,2011,4.9,16.38,,
Poland,Eastern,45-54,4,2012,5.8,16.98,,
Poland,Eastern,45-54,4,2013,5.6,16.29,p,provisional
Poland,Eastern,45-54,4,2014,5.3,16.74,,
Poland,Eastern,45-54,4,2015,6.1,16.27,,
Poland,Eastern,45-54,4,2016,6.9,15.77,,
Poland,Eastern,45-54,4,2017,6.9,15.65,,
Poland,Eastern,45-54,4,2018,8.2,15.12,,
Poland,Eastern,45-54,4,2019,6.8,13.9,,
Poland,Eastern,45-54,4,2020,5.5,12.92,,
Poland,Eastern,45-54,4,2021,7.7,12.6,,
Poland,Eastern,45-54,4,2022,9.9,13.43,,
Poland,Eastern,45-54,4,2023,8.1,13.22,,
Poland,Eastern,45-54,4,2024,6.3,12.8,,
Poland,Eastern,55-64,5,2007,2.6,11.22,,
Poland,Eastern,55-64,5,2008,2.9,15.15,,
Poland,Eastern,55-64,5,2009,3.2,14.91,,
Poland,Eastern,55-64,5,2010,3.5,15.43,,
Poland,Eastern,55-64,5,2011,5.7,14.88,,
Poland,Eastern,55-64,5,2012,7.8,15.59,,
Poland,Eastern,55-64,5,2013,6.9,14.6,p,provisional
Poland,Eastern,55-64,5,2014,6.0,15.93,,
Poland,Eastern,55-64,5,2015,4.3,14.72,,
Poland,Eastern,55-64,5,2016,2.5,13.54,,
Poland,Eastern,55-64,5,2017,2.6,13.39,,
Poland,Eastern,55-64,5,2018,0.1,13.76,,
Poland,Eastern,55-64,5,2019,-3.4,11.84,,
Poland,Eastern,55-64,5,2020,-6.8,10.77,,
Poland,Eastern,55-64,5,2021,-6.2,10.45,,
Poland,Eastern,55-64,5,2022,-5.7,12.52,,
Poland,Eastern,55-64,5,2023,-6.7,11.74,,
Poland,Eastern,55-64,5,2024,-7.7,11.37,,
Poland,Eastern,65+,6,2007,35.0,16.79,,
Poland,Eastern,65+,6,2008,25.1,17.04,,
Poland,Eastern,65+,6,2009,15.3,17.57,,
Poland,Eastern,65+,6,2010,5.4,18.47,,
Poland,Eastern,65+,6,2011,10.3,19.71,,
Poland,Eastern,65+,6,2012,15.1,20.64,,
Poland,Eastern,65+,6,2013,5.1,19.55,p,provisional
Poland,Eastern,65+,6,2014,-4.9,21.67,,
Poland,Eastern,65+,6,2015,-10.7,19.75,,
Poland,Eastern,65+,6,2016,-16.5,17.78,,
Poland,Eastern,65+,6,2017,-17.9,16.38,,
Poland,Eastern,65+,6,2018,2.3,16.23,,
Poland,Eastern,65+,6,2019,5.7,13.12,,
Poland,Eastern,65+,6,2020,9.1,11.92,,
Poland,Eastern,65+,6,2021,6.9,10.44,,
Poland,Eastern,65+,6,2022,4.7,11.97,,
Poland,Eastern,65+,6,2023,3.1,10.88,,
Poland,Eastern,65+,6,2024,1.5,10.08,,
Portugal,Southern,Under 25,1,2007,-0.5,3.08,,
Portugal,Southern,Under 25,1,2008,5.2,4.68,,
Portugal,Southern,Under 25,1,2009,2.4,3.0,,
Portugal,Southern,Under 25,1,2010,4.9,2.72,,
Portugal,Southern,Under 25,1,2011,6.2,3.78,,
Portugal,Southern,Under 25,1,2012,6.4,4.63,,
Portugal,Southern,Under 25,1,2013,8.6,4.87,,
Portugal,Southern,Under 25,1,2014,7.2,5.16,,
Portugal,Southern,Under 25,1,2015,6.8,6.19,,
Portugal,Southern,Under 25,1,2016,3.4,6.24,,
Portugal,Southern,Under 25,1,2017,5.0,6.57,,
Portugal,Southern,Under 25,1,2018,3.1,5.73,,
Portugal,Southern,Under 25,1,2019,5.4,5.31,,
Portugal,Southern,Under 25,1,2020,6.6,4.8,,
Portugal,Southern,Under 25,1,2021,5.8,3.93,,
Portugal,Southern,Under 25,1,2022,4.2,3.28,,
Portugal,Southern,Under 25,1,2023,8.2,4.35,p,provisional
Portugal,Southern,Under 25,1,2024,8.1,4.3,p,provisional
Portugal,Southern,25-34,2,2007,3.6,7.11,,
Portugal,Southern,25-34,2,2008,4.7,9.05,,
Portugal,Southern,25-34,2,2009,4.2,7.83,,
Portugal,Southern,25-34,2,2010,6.1,7.16,,
Portugal,Southern,25-34,2,2011,6.2,7.24,,
Portugal,Southern,25-34,2,2012,5.7,7.71,,
Portugal,Southern,25-34,2,2013,4.5,6.79,,
Portugal,Southern,25-34,2,2014,5.3,7.17,,
Portugal,Southern,25-34,2,2015,7.2,8.35,,
Portugal,Southern,25-34,2,2016,5.7,8.51,,
Portugal,Southern,25-34,2,2017,5.4,8.9,,
Portugal,Southern,25-34,2,2018,4.7,8.94,,
Portugal,Southern,25-34,2,2019,8.1,8.9,,
Portugal,Southern,25-34,2,2020,7.5,7.92,,
Portugal,Southern,25-34,2,2021,7.0,7.56,,
Portugal,Southern,25-34,2,2022,5.6,6.78,,
Portugal,Southern,25-34,2,2023,8.3,7.65,p,provisional
Portugal,Southern,25-34,2,2024,6.6,7.13,p,provisional
Portugal,Southern,35-44,3,2007,12.5,13.82,,
Portugal,Southern,35-44,3,2008,11.8,16.9,,
Portugal,Southern,35-44,3,2009,11.7,15.85,,
Portugal,Southern,35-44,3,2010,15.6,15.48,,
Portugal,Southern,35-44,3,2011,13.8,15.32,,
Portugal,Southern,35-44,3,2012,13.8,15.55,,
Portugal,Southern,35-44,3,2013,11.4,14.79,,
Portugal,Southern,35-44,3,2014,12.0,14.7,,
Portugal,Southern,35-44,3,2015,13.9,14.88,,
Portugal,Southern,35-44,3,2016,12.6,14.5,,
Portugal,Southern,35-44,3,2017,10.9,14.31,,
Portugal,Southern,35-44,3,2018,9.8,13.94,,
Portugal,Southern,35-44,3,2019,10.1,13.19,,
Portugal,Southern,35-44,3,2020,9.0,11.91,,
Portugal,Southern,35-44,3,2021,8.1,11.58,,
Portugal,Southern,35-44,3,2022,7.7,11.52,,
Portugal,Southern,35-44,3,2023,11.1,12.18,p,provisional
Portugal,Southern,35-44,3,2024,10.4,11.62,p,provisional
Portugal,Southern,45-54,4,2007,8.4,13.47,,
Portugal,Southern,45-54,4,2008,9.4,16.96,,
Portugal,Southern,45-54,4,2009,9.9,16.85,,
Portugal,Southern,45-54,4,2010,10.8,16.57,,
Portugal,Southern,45-54,4,2011,15.9,16.38,,
Portugal,Southern,45-54,4,2012,19.6,16.98,,
Portugal,Southern,45-54,4,2013,18.3,16.29,,
Portugal,Southern,45-54,4,2014,21.6,16.74,,
Portugal,Southern,45-54,4,2015,22.8,16.27,,
Portugal,Southern,45-54,4,2016,21.3,15.77,,
Portugal,Southern,45-54,4,2017,15.3,15.65,,
Portugal,Southern,45-54,4,2018,13.7,15.12,,
Portugal,Southern,45-54,4,2019,13.3,13.9,,
Portugal,Southern,45-54,4,2020,12.6,12.92,,
Portugal,Southern,45-54,4,2021,10.6,12.6,,
Portugal,Southern,45-54,4,2022,10.2,13.43,,
Portugal,Southern,45-54,4,2023,12.2,13.22,p,provisional
Portugal,Southern,45-54,4,2024,12.9,12.8,p,provisional
Portugal,Southern,55-64,5,2007,5.9,11.22,,
Portugal,Southern,55-64,5,2008,10.2,15.15,,
Portugal,Southern,55-64,5,2009,10.5,14.91,,
Portugal,Southern,55-64,5,2010,9.7,15.43,,
Portugal,Southern,55-64,5,2011,17.8,14.88,,
Portugal,Southern,55-64,5,2012,19.2,15.59,,
Portugal,Southern,55-64,5,2013,15.4,14.6,,
Portugal,Southern,55-64,5,2014,17.2,15.93,,
Portugal,Southern,55-64,5,2015,19.8,14.72,,
Portugal,Southern,55-64,5,2016,16.3,13.54,,
Portugal,Southern,55-64,5,2017,13.2,13.39,,
Portugal,Southern,55-64,5,2018,9.4,13.76,,
Portugal,Southern,55-64,5,2019,6.5,11.84,,
Portugal,Southern,55-64,5,2020,4.4,10.77,,
Portugal,Southern,55-64,5,2021,3.7,10.45,,
Portugal,Southern,55-64,5,2022,2.8,12.52,,
Portugal,Southern,55-64,5,2023,4.5,11.74,p,provisional
Portugal,Southern,55-64,5,2024,4.9,11.37,p,provisional
Portugal,Southern,65+,6,2007,40.2,16.79,,
Portugal,Southern,65+,6,2008,33.6,17.04,,
Portugal,Southern,65+,6,2009,39.7,17.57,,
Portugal,Southern,65+,6,2010,36.5,18.47,,
Portugal,Southern,65+,6,2011,32.3,19.71,,
Portugal,Southern,65+,6,2012,38.7,20.64,,
Portugal,Southern,65+,6,2013,36.7,19.55,,
Portugal,Southern,65+,6,2014,42.8,21.67,,
Portugal,Southern,65+,6,2015,41.0,19.75,,
Portugal,Southern,65+,6,2016,38.1,17.78,,
Portugal,Southern,65+,6,2017,34.6,16.38,,
Portugal,Southern,65+,6,2018,29.7,16.23,,
Portugal,Southern,65+,6,2019,23.5,13.12,,
Portugal,Southern,65+,6,2020,16.9,11.92,,
Portugal,Southern,65+,6,2021,15.0,10.44,,
Portugal,Southern,65+,6,2022,8.6,11.97,,
